video_id,israel_regierung,palaestinenser_zivil,hamas,westliche_staaten
0clg89yfRpc,-1,1,,-1
A5EgB26IYYw,-1,,-0.5,-0.5
8PO3EoD8d-g,1,-1,-1,-0.5
nLuWMLQol24,1,,-1,0.5
nzp6uAcycO4,,,,0.5
V-L4SUt5XUU,1,0.5,-1,1
Xyivk-rnq0I,1,,,1
l6hu2e5JTAQ,-1,,,-1
Pbq4ukDNv8w,-1,1,-0.5,-1
MIfDb4cVPr8,,1,,
hcVgnIxJmYU,1,,-1,
f2SKL0M4SG4,,,,-0.5
QTUATAlIRgs,,,,1
oskEVTyIjbc,-0.5,,-1,-0.5
RJSQTnYjReU,1,,,0.5
Hb_oFfV2aio,,,,
AwwxWxnXK-k,-1,,,-0.5
MO2HFl8cQFo,,,-1,
O0Isqb74fDs,-1,,,
t7uZIQTu9jQ,,1,,
AiiRCuwvc2I,-1,,,0
GVqMUosNfQw,-0.5,,-1,1
EkKSeFTfp6w,-0.5,,,-1
zUitQIvMX_0,1,,,-1
RFyrejOhuXQ,,,-1,1
tk8pDAM82ao,-1,,,-0.5
GRfOgqBdIao,0,,,
UkHS-OZ7glQ,-0.5,,,-0.5
55deKPchSeg,0,,-1,
09abmLr3unU,-0.5,,0.5,
iw4_9fNWf4k,0,,0,
Jd6ShQKtvLY,-1,,,-1
1o_QpdSX25w,0,,,0
BpmHIh-xLXk,-1,1,-1,-1
nbLfC3rb1LM,0.5,,-1,1
30ntMWoTQ9I,0.5,,-1,
5wmQnUZbkpc,1,,-1,1
pBck5lvJgpY,,,,-1
ItEYkRwc3kk,1,,-1,-0.5
-neomJz-dNo,-1,,,-1
lr_pnURyrgg,,,,
45ILACXBbUc,-1,1,-1,-0.5
bgtsJukrSiA,-1,,,-1
PGGvrB_9bGY,-1,,-1,
Nej6RrZY4FI,,,-1,1
Dc3jP6NpWdA,-1,,,-1
cdgYvftw1Nw,-1,,-1,-0.5
iJi000UbG_I,,,,0
zRt3oSMCQNI,1,,,-0.5
qhqNOuDy1C4,-0.5,,-1,1
BGKTe3X15MQ,-1,,,
hA2CiNDjmck,,,-1,1
AbvECwfA5Xg,,,-1,
MQRZ97RXZgw,,,,-0.5
qFj7aZ3j7K4,,0.5,,
5AUxYKChttw,-1,1,-1,-1
IWYe2ELePe4,,,,-0.5
BfbRubYef8U,-1,,,
SLJ9ZEB1Vcg,,,,
lmnqfRPR8GA,0.5,,-1,0.5
TdmlTbyaVUU,-1,,,-1
ut5FgxdkX2Q,-0.5,,-1,-0.5
nQw7aunOsCM,-1,0.5,-1,-1
Yt8VIv3L1gA,-0.5,,,
gRbQe80z4mU,-1,,-1,0.5
ZMZcu6l5h3s,,,,
3Pi6vqtzaog,0,,0,
i0NikE1W2vY,-0.5,,-0.5,
lviwSLIheY4,-1,1,0.5,-1
gLtEkzCYQfk,-1,,-1,-1
KX-Q-dmxBkM,-1,,-1,-1
JBHTiy91SyY,0.5,,-0.5,1
kxFCDXacMLY,,,,1
nwhKcwUD54g,0.5,,-1,-1
1t9-qi714m4,-1,,,-1
SPHCKr4vcac,0.5,0.5,-1,
cQLmizVbPEc,-1,,0.5,-1
5mgCyjir-N0,-1,,-1,
Brpt5sLfIo4,-0.5,,,0
pYmUQgLuw3o,,,,0.5
_AasRgfdvgU,-0.5,,-1,
ZvUSu-0Qke0,0.5,,-1,-1
wd6H10gbh6Q,,,-1,0.5
vMSC60Uff5g,0.5,,,
bLVOcvpXGiA,0.5,,-1,
IqxZqTbnB_s,-1,1,,-1
OwzqLemLYMQ,-1,,,
1K-OW1P9mTM,-1,,0,
xs0MXU5sIQY,1,-1,,
2IzZ-2Omp8o,-1,,-1,
-EB5jhMm7F4,-1,,-1,-1
PEeR9NF1MwY,1,,-1,1
LAJoeqR_m2s,0.5,,,-0.5
D86gohHjlPM,,,-1,-1
ovdG4TSk_0M,0.5,,-1,-0.5
IGNIHxD_1Yk,1,,,-0.5
QqEUM9Wba1E,,,,-0.5
92ocG94FZI4,-0.5,,-1,0.5
f4Dnix6eiYE,0.5,,-1,0.5
LWcR8HWpqx0,-1,1,,-1
iCgzW0eRIS4,-0.5,,-1,
am2AOYbX-1Y,0.5,,-1,0.5
clN3H39oZI8,,,-1,
BQg4ttnrLi0,1,,,1
HbZb_HzLUFE,-1,,0,-1
eU4d6xgJ8Dk,-1,,-1,
XKssqScaoVw,0,0.5,-1,1
Ng9eppnEMao,-1,,-1,-0.5
d_hxQ7J_a1s,,,,
3GzLYl00QU0,0.5,,,-1
j8CFGlm3iu8,0.5,0.5,-1,0.5
Y_GgcDpmz1I,0.5,,-1,-0.5
kggxCFu8od4,0,,-1,
jhRlcsBVB2k,-0.5,1,-1,
Z9-bfoLl2Fk,-1,1,-1,-1
C1ck1tE7XwI,0.5,,-1,
jtQ63RqrCD4,1,,-1,-1
noyBltvc_Qo,,,,-0.5
0fpavuX5vuQ,-0.5,,-1,
LdsxhK9VT8w,1,,,1
4nn0S_nVEro,-1,,,-0.5
MuqStdCXgXQ,-0.5,,-1,
fwoXNCGr3i0,1,,,-0.5
zYZSr65V-Ms,,,-1,
AOezVQy_uqs,0,,,-0.5
DtCS7vxuhyQ,-1,0,-1,-1
BHFLbjsFnzA,-1,,,0.5
tYxHQ5Ea-yA,,,,
LxyRLecGTCw,-1,1,,-1
_pBEn_A8F5M,-0.5,,-1,
8AR7B8HjRPQ,-1,,-1,-0.5
DmdKJLe9oME,-1,,,-1
h9nmzqipXN4,,,,
qyrhbX51pZs,0.5,,-1,0.5
sh2ZTO5TMIQ,0,,-0.5,+1
v7Li2vETe0U,-0.5,,,0.5
WpH6AzOaQaU,,,,1
Z-MTpJk2JD8,0,,-1,
grYLnddEDmE,-0.5,,,
TE9IJQn-_7g,-1,,-1,
OQcLkjoRK1c,1,,,
tqAqBGx6-8Y,-1,,-1,-0.5
zXJeMfKT77E,1,,-1,
wz4LUUxYV24,1,,-1,1
_5byzLr7JT4,0.5,,-0.5,0.5
4DaFW8udPsg,-1,,,0
CdczbXpfp48,-0.5,,-1,
4Ienxh3BUls,-1,,,0
tjWhBS3YVd8,-1,,-1,
XCmIRFGaOgY,0.5,,,-1
6wM0CRH6Vn8,-1,0,,
sP4cObYuilU,-1,,,0.5
qbFFafgaMgo,1,,-1,0.5
QoSuz6TCN8E,-0.5,0,-1,
1VmBCUUnaVY,,,,
y6Lx5dSAtjY,-1,,-1,
fG4mW5r8biM,-0.5,,-1,1
gXY5PYJeEXM,-1,-0.5,-1,-0.5
U-q454-pG-Y,-1,1,,
FXmDBk57aQc,1,,-1,-1
EjDAeOhzAK8,-1,,-1,
ZAGPMJ88xgQ,-1,,-1,
iBxrJCHlfgI,,,,
0ww_8MAoaag,-0.5,,,0
eU3QoPU5p4o,,,,
_ptGZdTFp1Y,-1,,-1,-1
--rstlWpmYM,,,-1,1
GcRaLyYq3DQ,-1,,,-1
DViswttrAhQ,0,,,
CCSnMDidcs4,-1,,-1,-0.5
kOe8-N-obSQ,0.5,,,1
7QtY-Oi7NV4,-1,,-1,0.5
LVvKpB1HwE8,,,-1,-1
9Rn2ulNp04c,-0.5,,-1,0.5
aTLzE9qsJWE,0.5,,-1,
V0BnUGmAk4w,,,-1,-1
VHQzNOobyNU,-0.5,,-1,0.5
EbBzYiUtfBI,1,,-1,1
i0CxMBNTIfw,-0.5,,-1,-0.5
dJTmmJnKh6g,0.5,,,0.5
Yy8qBmKlSuY,-1,-0.5,-1,0.5
dLcbWq09pBQ,-1,,-1,0.5
ibw3XGa4LEk,-1,,,-1
NpE1wXUw8tY,-0.5,,,-1
AfRVSqbay_M,0,,-1,
e-R0XZNWvMk,-1,,,-1
IG-wzhh5R4A,,,,
-uQudYApQtI,-1,,,-1
Smt_VR9ZkVY,1,,,1
IKoPASc3p50,0,,,
2gXo67FR3M4,1,,-1,0.5
tXMZkCM2ROc,-1,,-1,-1
qC64EgGykPI,0.5,,-1,-0.5
NZeDf4XErgo,1,,-1,1
39kEfzrhYYA,0.5,,-1,-1
51LCEjD-rYM,-1,0.5,,1
XQGrGol-vUQ,-0.5,,-1,
9IwxbP0ueZI,-0.5,,-1,0.5
3rRYDbhXYmo,,+0.5,-1,
DNOPokoP39Y,0.5,,0.5,0.5
jfo2n3jCCfg,,,,
7OfitZxTWGk,0,,,
LYVWUPoMDu4,,,,0
ZJk4Wchxkfg,0.5,,,0.5
LktRjx4dmpE,1,,-1,-1
5iucBGW7x0k,0.5,,,0.5
UT9Pw45QUFM,0,,,
UghsCmOaFm0,-1,,-1,0.5
QInKMk2JwPc,-1,,-1,
Vu-F6bfiw2E,,,,
ZCvN7QoYD2w,0.5,,,-0.5
OMJy7Zm_0BE,,,,-1
8SI5s3AoDMY,-0.5,,,-1
8ahAvCyYnHM,-0.5,,-1,-0.5
K5ArDGdY84s,-0.5,,-1,-1
6E0Idzw7kGc,-1,,,
r020yJg4OKQ,0.5,,,
Do5PgHEf6aU,1,,-1,
FbQWtOOm2rw,-0.5,,-1,
vaEyWMiFblQ,-0.5,,-1,1
-Y1eZCg2YNg,-1,,-1,-0.5
2bnw0IHskIg,0,,,
FfnZ5vJCvlE,0,,,0
JQ-7u5fhkMk,-1,,-1,-1
gibOifxHHtQ,0,,,
Ctz_FmqKWiA,-1,,,0.5
4Homb8WQ3DQ,-1,,,-1
yOM96WOb_-Y,0.5,,-1,-0.5
JRvXvFho9MA,0.5,-0.5,-1,-1
Nbk2eRcsoYM,0,,-1,
dJZqbIDT2Jc,,,,0.5
dr5P1fJqLKo,-1,0.5,-1,-0.5
oDngtTPkIdQ,-1,,,
I8Stq1f2a1M,1,,,1
t8JU3ASeAG0,,,-1,-0.5
s30TtZ7vemQ,,,-1,0.5
li-nudkFezE,1,,-1,1
WnXr02OfFvo,0.5,,-1,-0.5
ff4ov2fcZL0,+0.5,,,0
yjWUm_NwqQ0,-1,,-1,
mO7_5e5RWn8,-1,,-0.5,-1
pl7_Tx3V1a4,1,-1,-1,-1
Hx0D6slCI04,-0.5,,-1,0
GQPT17xIfPI,,,-1,0
hDL7gGpfkU8,0,,-1,
4HS-r0kRyNI,0,,,-1
AwgBeykQOt8,-1,,-1,0.5
gBTD5e93K84,0.5,0.5,-1,0.5
Z0ZrByF7eCM,-1,0.5,,-0.5
-ert3xNZ4Y0,-1,,-0.5,-1
YejEGzc69VI,1,,,-0.5
UJ9nnq2-nyY,-1,,,-1
GcUM3IElTkU,0,0.5,-1,
w1b6UzCC0gw,0.5,,-1,-1
70_FKyHuheY,,,-1,
A2mX0I5ZYZ0,1,,-1,1
WD4dH7JzVGM,1,,-1,0.5
AbVyRU8426o,-0.5,,-1,-1
yGM3oY0vJwU,1,,-1,0.5
ZfZ7-Rlchgw,,,,
wSeR3BWKNdI,,,1,1
JpLhwKsBx_I,-1,,,-1
eSPSGLmOnq8,-0.5,,,1
6FLBG78xAzs,-1,0.5,-1,
7FS3gz0FsuY,1,,-1,1
_zxA2KmVrJw,,,,
5FSzjL8owQA,-0.5,,-1,0.5
KtoSZtfXfBQ,-1,,,-1
5-JRPQmMk3o,-0.5,,-1,-0.5
ikEN6jdHnsY,-1,,-1,
0cbsMZNw5CM,-0.5,,-1,-0.5
FqoleL9C0EU,0,,-1,
wzap-uSkQYE,0,,,-0.5
yFLcVO9m374,1,,,0.5
BqZy4dKX7Yw,-1,,,-1
oceLYg3ufBk,-1,,-0.5,0.5
fUa6TXuypo0,-1,,,
U8kWUrNB-DA,1,-1,-1,-1
S7_Fybt-n6M,-0.5,,-1,
dvld_vXGeUA,1,-0.5,-1,-1
ANg7GPLCVfE,1,,-1,-0.5
6G14i_znrbA,1,,-1,
Oq4gNVr35w8,-1,,-1,0.5
bFKM-RiEWPA,-1,1,,-1
vtcArfA-OYU,-0.5,,-1,
8ADrC5a46h4,1,,-1,-1
2xQuR3mBiXg,0,,-1,0
rx0K0cb9AMM,0.5,,,0.5
GrI-QeFAjC4,,,,
nhqgOw-_x0c,-1,1,1,-0.5
bvOzK324eGI,0.5,,-1,0.5
qelmGXSUQv8,-0.5,,,
dmcXm837qis,,,,
G-6Fum-EsM8,-1,,,
-Y0jcBWM48Y,,,,-1
0FNxDDnZtMg,-1,,-1,-1
LnbVUksCZXs,-1,,,-1
_yskAIfgBJg,0.5,,0,
7WA7884TMuo,,,,
kiXQjbDaFlM,-1,1,,-1
E3J-rWiJKAQ,-0.5,,-1,1
HetjEQQjX3I,0.5,,-1,-1
HHx5dOaXY8Q,0.5,,-0.5,
Ku6KrG1Nf_c,-0.5,,-1,0.5
COKr7zXk7o8,-0.5,,-1,
oiR4KWqlOf4,-1,,-1,
wgO4hcOVUqU,-1,,,
waiJX3mEb9Y,-1,,,-1
J2w06FYgHj0,1,,,-0.5
eljpWVgPtb4,-1,0.5,,-1
rXAyGWJ2Ucw,1,,-1,0
p_N0yeP2KhY,-0.5,,,
-D4yoCrPu-M,-1,,-1,
lBNPApdW3nU,-0.5,,-1,
mDKeO1m8tq0,,,,0.5
-P4Td7Q3auE,0,,-1,+0.5
ICVf1VMM1Ao,-1,,-1,-1
YhZMNDFGeKg,-1,,,-1
tsucyGmgN38,-1,,,-1
YsRJV_SXEMI,-0.5,,,
vS8a2SjpkpQ,-0.5,,,1
RNZXZXkHEEM,-1,1,-1,-0.5
rr42eQYYjbQ,1,-1,,-1
iM1YbDEecOE,-1,,,-1
aQVTZCnQleE,-1,0.5,-1,0.5
P4ebP49YFn4,-1,,-1,-0.5
wRQlrH78akw,1,,-1,
5hIoY0bpvAI,,,-1,0.5
BLnyPwH1Ob0,-0.5,,-1,1
2vn7gdoZkuQ,1,,,
s6vA-5exnjQ,,,,
llq87TYFFyg,0,,,
gAT5zaF6NZs,1,,-1,1
fxlo4aMBy74,1,,-1,
IBo_pEbDXCs,-1,,,-1
uL0MzCh5458,0,,,-0.5
WeywoL-mbhI,,,,-0.5
CjM-sTq9RVw,1,,,0.5
vGwtLYkuKtw,-0.5,,-1,0.5
lW2b8GrqWBs,1,,-1,-1
QxGWAe6EpdM,0.5,,-1,1
HYoGeuI3ycw,-1,1,-1,-1
gnguzEZCF-M,0.5,,-1,-0.5
f7x-y7ijqh4,-1,0.5,-1,-1
pq6k1KV8WDE,,,,-0.5
i1gtda8xBHc,-1,,-1,
dOufapH3vd8,-1,,-1,0.5
5fY5H9lCFGo,,1,,-1
CocCGkvQBXY,0,0.5,-1,0.5
XKQ-4kbGvM4,0,,-1,
sijeMlCyI_g,-1,-0.5,,-1
Soq7PUsImoE,-1,,-1,
dqfzAg5Au4U,,,,1
1hxGKewXWTo,,,-1,1
F6R92jFkaok,-0.5,,-1,0
ltD1bWhnS6Y,-0.5,-0.5,-1,1
-QOHZrXLdpU,0.5,,,0.5
OFKbAL7A3mM,1,,-1,0.5
lP__d0u5Wy4,-1,,-1,0.5
MoPYqgyxGg4,-1,0.5,-1,-0.5
SiTu3CgYzAI,,,,-1
Awpcd6q9Ddo,-1,-0.5,-1,0.5
QxgqNvRRTPY,-1,,,-1
RRxZHjN4KF8,-0.5,,,-0.5
lXUJV7MLMGc,,,,
Ky4tQD-NhuM,1,,-1,
gSa0PUeisi8,-0.5,,,-1
zZEPfdEDGqc,-1,0,-1,1
xtNSjhKGI_8,-0.5,,-1,
Gu7LtX3RRZ0,-1,1,0,-1
hwsbnT-rk8o,-1,,,-1
_bpjWFM0Vf0,-1,1,-1,-1
8Qf7-cdprYQ,-1,,-0.5,
QpxVyyH4zIs,,,-1,-0.5
RnizSViOwsc,0,,-1,
ktuo-yYH3oI,0.5,-0.5,-1,-0.5
yonOhh-uzX8,0.5,-0.5,-1,0
2wh1FvHITZY,-1,,,-1
66Sp1Z9ED5E,-1,,,-1
WBM5oEoQG1A,,,-0.5,
_boEuPC8PuY,,,,
CabIj9E-YWM,-1,,-1,
4LGPEZxgt9k,0,,,0
DgnYiHdS_tk,,,,
8pMZUWmUqZo,-1,,,-1
Ek81zkuWL4w,-1,,,-1
eMRf5n2uCdM,-1,0.5,1,-1
068X9r7blKQ,-1,,0,-1
mqWwwzAhjKs,-1,,-1,-0.5
Qfe2urcp9SY,-1,,,-1
JgwlFjuWe0M,0.5,0,-1,1
Rzqh2yi9MXU,-0.5,,-1,-0.5
uAfdFVF5fFA,-0.5,,,0.5
clFetFaytZA,-1,,,-1
tib-jrUT1lA,1,-1,-1,-0.5
IVLfq3WfrJg,1,,-1,0
tUCwfEnroVE,0.5,,-1,-1
s8isd3sXRhU,0.5,,,1
X6RJXXaCKvk,0.5,,,
RuiRAkm7gGc,-1,,-1,-1
15nM67IIV_8,0.5,,,0.5
TdcLk-e1CWg,-0.5,,,-0.5
lIjo14JPp0g,-0.5,,,
MQK3CZwcMn8,1,,,
38lzGtpO0EU,-1,,,
Mo3HvWm2sSk,1,,-1,-1
T_oMRGmAgaY,-0.5,,-1,-0.5
Yz2NpoVDWE4,1,,-1,-0.5
pSNTTMGtn_s,1,,-1,-1
bnrQFOdunIw,1,,-1,-0.5
wUWa8ZzRa4w,-0.5,,-1,
_y0EnX-BTNM,-0.5,,-1,-0.5
67PXkiVQKhI,-1,,,
0fg5LzGCU-0,-1,,-1,-1
zNZzCrCcubI,,,,1
yngYQosjjOY,0,,-1,
IRdG628ojiE,-1,,-1,-0.5
r540mYrRl88,-0.5,,,1
PzdffPtX-_I,-0.5,0.5,,
CfPw1O3C9-g,,,,-0.5
HbwY9yrlLz4,0.5,,-1,
j8bsmztK0Kc,-1,,,
dOPZDsmphpw,-0.5,,-1,0
LqRCLtShSX4,-1,,,0.5
w2Lvyi5Nr8c,,,-1,-1
fuiDd7yPkMM,1,,-1,-1
sGlBbP0ZfiI,1,,-1,1
AGkW0AooTK4,-1,,,-1
pJn3vaTW9yI,1,,-1,0.5
oRgTFyXkEaE,0,,,
FX6W0w0YA_I,-1,,-1,-1
U2GoDtgldLE,-1,,-1,1
DDdySAWiTeI,-0.5,,,
vV_gIrHJtPI,-1,,,
ZMMelKeTCVs,,,-1,1
b222wtYAWP8,,,,-1
fwaa1tmiHjE,1,,-1,-1
R1R_XqKHUms,-1,,-1,1
6IKGOzg4UO4,,,-1,-1
FFF8CG0C_uk,-1,,,-1
HI1HKxF3BmU,-1,1,,
XgTCU-7dp4Y,-0.5,0.5,-1,0
llYotCSBqvE,,,,-1
siXBFvMmn7A,-1,1,0,-1
KqrDJhk50Aw,-0.5,,-1,0
VRD6ssWkr5U,-1,,-1,1
ejolUgPHBBE,0.5,,-1,-0.5
eF2jJp1ajG4,-1,,,1
XrMVpMSngSE,-1,1,0.5,-1
dzXtaPQS8SM,,,,
03W_ybcYr1c,,,,
vzDbZAYRM-g,,,-1,1
bDacO8VE2dc,-1,,,0.5
KhVMsshWILg,-1,,,-1
eiiKf4D16Zo,,,,
4U05xY9aI3Q,1,,-1,-1
PpQNA7BjPNg,-1,1,-1,-0.5
RVeSA3LjyEk,-0.5,,-1,0.5
Rf7oe7bi5pQ,0,,,
op_6ztt1zTg,-1,,-1,
h-lAQa44kR0,1,-1,-1,-1
XTU2H72MMaY,,,,0
5Xb73Ga6CY4,,,,
BkulK4KtXIA,0.5,,-1,0.5
BVg8znRDnzo,-1,,,-0.5
sgMboeOK1QQ,0.5,,0,0
3XDS0cndjGU,0,,-1,0.5
sMh6UDOHXY8,-0.5,-0.5,-1,1
dRlMIlesieo,0.5,0.5,-1,0.5
wblxekCPDOQ,-1,,,-0.5
Aa3ZEULOxc8,-0.5,,-1,1
YgjIukCt950,-0.5,,-1,0.5
zM1s508A0ec,-0.5,,,-1
4YE36z4c51M,-0.5,,-1,
pF2FnrKxtIw,,,-1,
UL6dOto-yQM,,-0.5,,0.5
MRfLCtbYiPg,-1,,,-0.5
uoXHh94QmrA,,,,+1
irmNKqhuNbE,1,-0.5,-1,-1
zsPofq_O-rk,-1,,-1,-0.5
0N9qiLS-xHs,-1,,,-1
LeoQaylldUc,-1,,,
gbEUBxOPf9Y,1,,-1,1
2nyFSTbsCW8,1,,,1
x_21rAOhpJk,-1,1,-1,-1
8pSDllweK-A,-1,,-1,-0.5
JCRBuEcY2oc,-1,1,-1,-1
cMLNZjZMNDo,-0.5,,,0
ATLspAoPpPU,-1,,,0
HrOkqyva0m8,-1,1,,-1
-wTQu15_p1A,,,,-1
c0nonfyMZRA,-1,,-0.5,-0.5
tDZ-4xpHSUY,-1,,,
LFoaORUxVmc,1,,-1,-1
xmITUyQCFxM,-0.5,,,-0.5
2_yCV9BLWP4,1,,,1
db9taRWVXlM,-1,,,-1
k5WCXAeYGv8,1,,-1,1
weveE_Tw024,1,,-1,1
jZ1PAfu8YmE,-1,,-1,-1
wd6040FB8do,1,-1,-1,-0.5
vXjELGYbRHU,-0.5,,,-1
0Gjrq60g19c,-1,,-1,
Tt0I0XWlw7Y,,,,
R8q8a7kStfk,-1,,,
4afpt0rRurw,0.5,,-1,1
xxZ-CbCP_Q4,-1,,-0.5,
olBtZsEg55M,-0.5,,-1,1
Jlkfe6lI7k8,-1,,,1
gf2xtOPqt-o,,,,
v3eNTrRtxjQ,-1,,,
8Hh6jw6vN1g,-0.5,,-1,1
v4bQzPofTA8,-1,,,0.5
yCU84ILRnoQ,,,,1
VVYvnfwB1pQ,,,-1,
K13Vu_NJkMg,1,,-1,-1
6ZrspYdgCNQ,-1,,,-1
9SpLINoda80,1,,,1
fK6LWX4fc_4,,0.5,-1,
oRuPEy6ODwo,-1,,-1,1
GQ6Iee6V8ss,1,-1,-1,0.5
aSKzlCG2f6Y,-1,0.5,,
SvtnsYnLJxM,1,,,
aa17fiiI-4w,-1,1,-1,-1
DWqvpi7NItQ,-0.5,,,-0.5
PNzQ43yJYBw,1,,-1,1
TZbq72eHkVA,-1,,-1,1
ugHXEWeOEbg,,,,
-TNB_Ceu8Jo,-1,,-1,-1
zQobSXiyXu4,-1,,,-1
sGf0dwoVzmA,,,,
YEMF4jcp6n8,1,,-1,-1
MPG_pev_pSo,-0.5,,-1,0.5
Uqam4xpzMEk,0.5,,,
i1V1e1CCQEQ,-1,,,-1
r2aHLXFzbr8,,,,-0.5
fTJUfTCG6Oc,-0.5,,,1
71R5LiINyls,-1,,,-1
PRPcupIyYVk,-1,,,-1
47OrNxRhLyo,,,,
6_rIPqATKBM,-0.5,0.5,-1,1
BtVCkcQfij0,,,-1,1
2wayh5Syl8Y,0.5,,-1,-1
cskhfwwOtVY,-1,,-1,-0.5
TjW7984WBgA,0.5,,,
Ey5kddw00Co,-1.0,,-1.0,1.0
GEIZx3LeHX4,1,1,-1,-0.5
8Fa7Mysi6NM,0,,,1
XCgjUqE_m38,0.5,,-1,1
s4pUqpwANFo,0.5,,-1,-0.5
5W9S9CxwIZc,-1,,,-1
mIoW2f8RFbQ,-1,0,-1,-1
KImq1bH23ks,1,-1,-1,-1
T3ycONvTZUU,-1,,,0.5
geldJB5IozM,,,,
pn24wp95-Qs,-0.5,0.5,-1,0
_SYQErxSAjg,-1,,-1,
jPFI3kDyQEw,-1,,-1,-0.5
z12F5h5qQgo,1,,-1,-0.5
6euTBU_RteQ,-1,1,,-1
ulel2q551z8,0.5,,,0.5
7cvAid7bUbc,-0.5,,-1,
WAuD2aFGX88,-1,,,-1
Bq4-clgPBlc,-1,1,-1,-0.5
FdNG1PJaUU0,-1,,-1,0.5
ByfJfC_68go,,,,-0.5
eXz_nrk7jYE,-0.5,,-1,1
zLfb7FlgD1M,,,,-1
x-VZMeVVun8,-0.5,0.5,-1,-0.5
d1RXwUhNoVw,,,-1,
hIbsQqAiC_U,-1,,,
puvpEn9YoE0,,,,0
yFzB38Usnsc,1,,-1,-1
Zp-PfC_6TEk,-1,0.5,-1,0.5
nP7LeucFnJ0,0,,-0.5,
TMJJEBW0kH0,-0.5,,,-0.5
kKJQv1KcUXM,,,-1,
cMbf0MiFwTs,-1,0.5,-1,-0.5
QotBcO-0Lpk,,+1,-1,+1
EBKt8fTwUic,1,,,-0.5
hSJwEDHehyQ,-0.5,,,1
CFYZcVKMewU,-1,,,0
IxR7XhK65O4,-1,,,-1
byALZasX2Fg,1,,,-0.5
HqGbBqQvgaE,-1,,,-1
BIb9EadDIiw,0,,-1,
Xb1JE7PRch0,0.5,-0.5,-1,-0.5
sxvuDjaJong,0,,,-0.5
LMo95ZmcKc4,-1,,,-1
bUGF_1lVdpg,0.5,,-1,1
CrohEFkdtRk,0,,-1,0
M2iJuM_oe7Q,-0.5,,-1,1
vdB6jrdZJdM,,,,
o8IpQFU-yUI,1,-1,-1,-1
2SqCJ3mh1E4,-0.5,,-1,-0.5
D2Sj291Xz3M,0,-1,-1,-1
_uqYWuOQVS4,1,,,
-tJuSRLZdRA,0,,0,-0.5
ic2nT_-59qE,-0.5,,-1,0.5
Le_pj9_Rwc0,-1,,-1,
HU4IgmSNla0,0,,-1,
DoDB7gPkxdE,-1,0.5,,-1
uSb6GRi-TWs,0.9,0,-1,-0.5
qGDvKzwvpb4,-1,1,-1,-0.5
wxPMKNWq4oI,-0.5,,-1,0.5
xV-MoiQoyck,1,,-1,1
Qsht4NQdIIg,-1,,-1,1
beQRd-4rJyA,0.5,,-1,0.5
HE1t5lAdWLg,-1,,-1,0.5
8_0JmB5279w,1,-1,-1,-1
Hd4pbMwUvzY,0,,-1,
6F3_iR4OvB4,-1,0.5,,-0.5
cx5s2GGPUc4,-1,,,0.5
JtY9DBQPRGk,-1,,,-1
1QPom3cLlBs,-1,,-1,-0.5
s5_xhCndzyA,,,,0.5
zKojj9_ifyM,+0.5,-0.5,-1,-0.5
mmTqB4NO-Vc,-1,,,-1
QWGJlc4nVV0,1,,-1,0.5
wZoFY-TW-C0,-1,,-0.5,
BvspdzUmv34,-1,,-1,-0.5
lJekmn19SsY,,,,
5CmKxzRNt4c,,,-1,0
ibazgMsP3zk,-0.5,,-0.5,0.5
0JUsXc_-_fA,-1,,,0.5
UWDdktXgaeU,-1,,-1,
kXj0r0sViao,,,,
GV7bpY4Bs1I,-1,,,-1
qo-S7TcTTaQ,0,,-1,0
8E3dvFiR8VA,-1,,,-1
teZ6RQ9Iwb0,0,0,-1,0.5
IDv1RH9k5UI,,,,
RVB-UvEfLRA,0.5,,-1,0.5
tTpXiEoEGt4,-0.5,,,0
1afVfAlpkhc,-1,,-1,0
KfUt7htPKe0,-1,,,
2_V00acYVZ4,0.5,,-1,0
x4lJsTZFYlA,1,,-0.5,
KLYWKPF-BlI,0.5,,,-0.5
lLAeYZvoQdc,-1,0.5,-1,-0.5
EuTrB7YjO3E,,,,
0vForW-ZrXY,0.5,,,1
F4wtuvrBWVw,1,,-1,
dpQTbf1bgBA,0.5,,0.5,
jCgrcYtUjh4,1,,-1,1
arMDeYnr9d8,1,-1,-1,
h4fj4BKBgUs,,-1,-1,-1
UELFMTN_zso,-1,,-1,-0.5
hUUMuNWRtVM,0.5,,,0.5
NA6so6sfSCA,,,,
gT-_QY4q_Q0,-1,,-1,
yocj2bmoBto,,,,
OJZwZDm6p_Y,+0.5,,-1,
ghy7MxGvrUg,-0.5,,,
T_Z6ILST9wo,-1,,,1
JuBt4QfBmwk,-1,0.5,,
fB1e3_aGaDE,0.5,,-1,0.5
z-e9hSGdfzE,-0.5,,,-1
v5V0J6wv9xk,,,,
-HtCnGws4ns,,,-1,-0.5
w0uO_BW9WOQ,,,-1,1
ncClhlsbNjc,,,,1
FVPvGaqJBIQ,-1,,,0
CPWQPjfFoP0,-0.5,,-1,
XRYTiUqUwBU,0,,,1
fhNBRCRJeYE,-0.5,,,0
gHytSUe4-n8,0,,-1,
R_pbQ84qaTI,-1,1,,-1
3hpPFN_gwTQ,-1,,,-1
lxwxk6r5Oi8,-1,1,,-1
Md7X9hnC7U4,-1,,-1,-1
OPNkIn4jxKM,1,,,-1
yJcxRht9xfE,,,,-0.5
ZWOEI-0DNvw,-0.5,-1,-1,
