video_id,title,channel_id,channel_title,published_at,time_delta,israel_regierung,palaestinenser_zivil,hamas,westliche_staaten,ideology_channel_mean,populism_channel_mean,ideology_group,populism_group,month
Rk06noyG59M,EILMELDUNG - Israel wurde vom Iran angegriffen (14.04.2024),UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2024-04-14 08:16:53+00:00,6,-1.0,,,-1.0,5.945945945945946,6.565789473684211,Rechts,Mittel,2024-04
BKgGi2x4CiY,Iran greift Israel an - Wie sollen wir uns verhalten? - Timeline (14.04.2024 - 21h38),UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2024-04-14 01:16:42+00:00,6,-0.5,,,0.0,5.945945945945946,6.565789473684211,Rechts,Mittel,2024-04
f8mJL1yCVnI,Droht ein Krieg in Nahost?,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2024-04-11 09:35:36+00:00,6,-0.5,,,0.5,5.945945945945946,6.565789473684211,Rechts,Mittel,2024-04
BiqirApeosw,NAHER OSTEN: Haben die USA die Büchse der Pandora geöffnet!,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2024-01-18 12:49:58+00:00,3,-1.0,,,-1.0,5.945945945945946,6.565789473684211,Rechts,Mittel,2024-01
HFVuJe3XSls,Soldat äußert sich zur Lage im Nahen Osten !,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2024-01-04 12:53:48+00:00,2,,,,-1.0,5.945945945945946,6.565789473684211,Rechts,Mittel,2024-01
Zmg69YLB428,Der Weihnachtsmann kommt nicht nach Gaza City - Meine Gedanken zu Weinachten!,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2023-12-24 07:13:48+00:00,2,-1.0,1.0,,-1.0,5.945945945945946,6.565789473684211,Rechts,Mittel,2023-12
1yfq7xGMKhI,Der Nahostkonflikt - Observationen und Einschätzungen meinerseits - TEIL 2,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2023-11-27 08:18:36+00:00,1,-1.0,0.0,,-1.0,5.945945945945946,6.565789473684211,Rechts,Mittel,2023-11
UMm-IL0Ch4I,Der Nahostkonflikt - Observationen und Einschätzungen meinerseits !,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2023-11-26 16:58:23+00:00,1,-1.0,1.0,-1.0,-1.0,5.945945945945946,6.565789473684211,Rechts,Mittel,2023-11
19lqhzQind0,NAHOSTKONFLIKT - Vom Kampf um Wasser zum Kampf um Gas?,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2023-11-06 11:34:56+00:00,0,-1.0,1.0,-1.0,-0.5,5.945945945945946,6.565789473684211,Rechts,Mittel,2023-11
IG-wzhh5R4A,UN-Schutztruppe im Nahostkonflikt?,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2023-11-03 14:24:33+00:00,0,,,,,5.945945945945946,6.565789473684211,Rechts,Mittel,2023-11
VoPSgiQ3J3g,Krieg in Nahost - Droht der Supergau ?,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2023-10-29 08:03:33+00:00,0,,,,1.0,5.945945945945946,6.565789473684211,Rechts,Mittel,2023-10
p9-BGhIv87E,NAHOST - Droht ein übergreifender Krieg?,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2023-10-11 10:37:49+00:00,0,-1.0,1.0,-1.0,-1.0,5.945945945945946,6.565789473684211,Rechts,Mittel,2023-10
133qY4HHT-0,Israel im Krieg - eine Schlacht ist schon verloren !,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2023-10-10 08:14:51+00:00,0,-1.0,,-1.0,,5.945945945945946,6.565789473684211,Rechts,Mittel,2023-10
0KoZ3HRtFmA,Israel im Krieg - was ich befürchte.,UCrb8ENDcdCR54VTQVH6lIVA,Thomas Gast - Der Legionär,2023-10-08 14:24:21+00:00,0,-0.5,0.5,-0.5,-0.5,5.945945945945946,6.565789473684211,Rechts,Mittel,2023-10
tqAqBGx6-8Y,Der Nahost-Konflikt - Die Mentalität des Opferns,UCgswnTF24kRIcqaZu2nbRSw,Frank Stoner,2023-11-12 09:00:10+00:00,1,-1.0,,-1.0,-0.5,,,,,2023-11
YE8uKdm88tQ,Israel auf dem Weg zum Gottesstaat? Die umkämpfte Justizreform,UCgswnTF24kRIcqaZu2nbRSw,Frank Stoner,2023-03-29 11:41:02+00:00,-7,-1.0,,,-0.5,,,,,2023-03
vBoOqTV-fEI,"Es ist UNFASSBAR, wie dumm die Propaganda im Nahost-Krieg ist...",UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2026-03-12 18:30:02+00:00,29,,,,-1.0,,,,,2026-03
E0o_CjMY_Z8,Gewinnen die USA und Israel gerade – oder verlieren sie?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2026-03-11 18:00:29+00:00,29,0.5,,,0.5,,,,,2026-03
E0Uu4gFy_Rg,Haben die USA oder Israel eine Mädchenschule bombardiert?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2026-03-07 11:00:20+00:00,29,,,-1.0,-1.0,,,,,2026-03
XBEdEKHL04I,Deutschland schickt Kriegsschiff! Israel plant Libanon-Invasion! Katar bombt Iran!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2026-03-03 18:00:27+00:00,28,0.0,,,0.5,,,,,2026-03
Yhhd8b4aTLo,Eskalation! Iran attackiert französische Basis und Hisbollah greift Israel an,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2026-03-02 08:00:57+00:00,28,-0.5,,,0.5,,,,,2026-03
AsFqExWAmXw,Ayatollah Khamenei bei israelischem Luftschlag getötet!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2026-02-28 21:17:41+00:00,28,0.5,,,0.5,,,,,2026-02
J0jlyUvLH44,Ist das der Nahost-Weltkrieg?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2026-02-28 17:10:36+00:00,28,-0.5,,,-0.5,,,,,2026-02
MPG_pev_pSo,Kapituliert die Hamas?! Die wichtigsten Fragen zum Gaza-Waffenstillstand!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-10-09 18:01:02+00:00,24,-0.5,,-1.0,0.5,,,,,2025-10
qo-S7TcTTaQ,Israel bombardiert Katar – und vernichtet Hamas-Führung!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-09-09 14:54:47+00:00,23,0.0,,-1.0,0.0,,,,,2025-09
A8_cJ6Bx58I,Werfen 86% der Völkermordforscher Israel einen Genozid vor?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-09-04 16:06:21+00:00,22,0.0,,,-0.5,,,,,2025-09
R-wYuecHyxU,"Was Israel im Jemen gemacht hat, ist heftig!",UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-09-02 17:00:38+00:00,22,1.0,,,0.5,,,,,2025-09
xH-BLePoHgY,Begeht Israel Völkermord? Ich frage – Völkerrechts-Professor antwortet!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-08-06 17:01:32+00:00,21,-1.0,,-1.0,-1.0,,,,,2025-08
51LCEjD-rYM,Europäische Großmächte wollen Palästina als Staat anerkennen!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-07-31 17:14:15+00:00,21,-1.0,0.5,,1.0,,,,,2025-07
Ew17JNzXOmA,Niederlande stufen Israel als Bedrohung für die nationale Sicherheit ein!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-07-28 16:53:17+00:00,21,-1.0,,,0.5,,,,,2025-07
s8isd3sXRhU,Hunderte Tote in Syrien – Israel greift ein!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-07-17 08:53:04+00:00,21,0.5,,,1.0,,,,,2025-07
v1F0VObBwjU,Israel plant Lager für 600.000 Menschen – kommt jetzt die Deportation?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-07-09 17:01:22+00:00,21,-1.0,,,-1.0,,,,,2025-07
Kl521qjBMVc,Das musst du über den neuen KRIEG in Nahost wissen!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-06-17 07:26:40+00:00,20,-0.5,,-1.0,0.0,,,,,2025-06
hKT6aWwer9s,Israel bombardiert Iran und tötet die Militärführung! Was jetzt?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-06-13 06:44:48+00:00,20,-0.5,,,0.5,,,,,2025-06
xFO53j-rjlg,Verhungern in den nächsten Stunden 14.000 Babys in Gaza?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-05-22 06:13:16+00:00,19,-1.0,,-1.0,0.0,,,,,2025-05
m5XG599TFm4,"Kämpfe in Syrien – Israel bombt, um Drusen zu schützen!",UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-04-30 17:11:01+00:00,18,1.0,,,,,,,,2025-04
HgSM_LegsH8,"Israel bombardiert Gaza, 400 Tote – darunter Hamas-Anführer!",UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-03-19 11:32:40+00:00,17,-1.0,,-1.0,0.0,,,,,2025-03
BaRX3o3sl2E,Grenz-Gefechte! Kommt der nächste Krieg im Nahen Osten?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-03-18 16:54:26+00:00,17,,,,,,,,,2025-03
_G_291Uof1Q,Trump will Palästinenser nach Somalia und Sudan schicken!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-03-14 10:18:39+00:00,17,-1.0,,,-1.0,,,,,2025-03
rra7Hw2XIEc,Dieses Abkommen wird den Nahen Osten verändern!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-03-11 06:30:18+00:00,17,,,,,,,,,2025-03
Bpl7QPOg2SE,USA wollen Gaza und ukrainische Rohstoffe!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-02-05 10:04:47+00:00,15,,,,-0.5,,,,,2025-02
MEQkaXcARNs,Erste Bilder! Kämpfen bald Amerikaner gegen die Hamas?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-02-02 09:46:09+00:00,15,0.0,,-1.0,0.0,,,,,2025-02
7_uFn30a13k,Waffenstillstand in Gaza – wer ist der Sieger?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-01-16 06:09:46+00:00,15,-0.5,,-1.0,-0.5,,,,,2025-01
LYazEOYaAAo,Wie könnte ein Krieg zwischen Israel und Türkei aussehen?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-01-08 18:00:23+00:00,15,0.0,,,0.0,,,,,2025-01
bDacO8VE2dc,Kommt es zum Krieg zwischen Israel und Türkei?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2025-01-07 17:08:39+00:00,15,-1.0,,,0.5,,,,,2025-01
AViof732N8c,Waffenstillstand zwischen Israel und Hisbollah! Was kommt jetzt?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-11-27 08:09:31+00:00,13,0.0,,0.0,0.5,,,,,2024-11
_7DLzLaMQiM,"Netanjahu, der Kriegsverbrecher?!",UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-11-21 20:36:23+00:00,13,-1.0,,-1.0,-0.5,,,,,2024-11
PHRrM1jZu60,Warum Israels Krieg im Libanon 2006 schiefging,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-10-06 16:00:20+00:00,11,-1.0,,-0.5,,,,,,2024-10
c18UKV0kf2Y,Vom IS entführte Jesidin aus den Händen der Hamas befreit!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-10-05 08:12:32+00:00,11,1.0,,-1.0,0.0,,,,,2024-10
kFBzz_40w1o,Israel vs. Russland: Droht ein Konflikt?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-10-04 07:29:00+00:00,11,0.0,,,0.0,,,,,2024-10
cta6190U8ug,Irans Angriff auf Israel war ein militärischer FAIL,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-10-02 05:53:04+00:00,11,0.5,,,1.0,,,,,2024-10
9WNeYraavY8,Israel ist gerade in den Libanon einmarschiert!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-10-01 05:36:58+00:00,11,-0.5,,-1.0,0.0,,,,,2024-10
XhjW1-wpdcM,Israel tötet Hisbollah-Chef: Greift jetzt Iran ein?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-09-28 11:00:23+00:00,11,-0.5,,-1.0,0.5,,,,,2024-09
4qxmutsahAQ,Hat Israel gerade Hisbollah-Führer Nasrallah getötet?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-09-27 21:12:56+00:00,11,0.0,,-1.0,,,,,,2024-09
7dRQD0ehSMU,Marschiert Israel mit Bodentruppen im Libanon ein?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-09-25 15:54:43+00:00,11,-1.0,,,,,,,,2024-09
iJvDwHnN3jk,Haben die Israelis gerade tausende Hisbollah-Pager gesprengt?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-09-18 06:39:51+00:00,11,1.0,,-1.0,,,,,,2024-09
0wVHj2C2n4w,Hisbollah-Video zeigt riesigen Raketen-Bunker für den Krieg gegen Israel,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-08-25 16:00:01+00:00,10,0.5,,,,,,,,2024-08
KmfQnLPcjNc,"Warum Deutsche, Israelis und Afrikaner für Putin kämpfen",UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-08-11 16:00:15+00:00,10,,,,,,,,,2024-08
rv3nYSvB9QY,Der Anführer der Hamas wurde gerade getötet!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-07-31 08:13:39+00:00,9,-0.5,,-1.0,0.0,,,,,2024-07
2bhpJz9vay0,200.000 Raketen: Darum fürchtet Israel die Hisbollah!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-06-23 16:00:07+00:00,8,,,-1.0,,,,,,2024-06
IKoPASc3p50,Israel benutzt Mittelalter-Waffen gegen Islamisten?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-06-13 21:11:42+00:00,8,0.0,,,,,,,,2024-06
H7Q2X7syqEU,Muss Deutschland Netanjahu jetzt verhaften?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-05-21 10:20:07+00:00,7,-0.5,,-1.0,0.0,,,,,2024-05
UyNtcrtBQaY,So zerstört ist Gaza!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-05-08 17:00:07+00:00,7,-1.0,,-1.0,,,,,,2024-05
b9FwdhXQEvo,Sind Israel und die Araber jetzt verbündet?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-04-21 15:00:07+00:00,6,0.5,0.5,-1.0,1.0,,,,,2024-04
WZAEJyB1kKA,Jetzt greift Israel den Iran an!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-04-19 08:13:36+00:00,6,0.0,,,,,,,,2024-04
jTCFVCGaHic,Wer sind Irans Schattenkrieger gegen Israel?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-04-15 17:00:06+00:00,6,-0.5,,-1.0,0.0,,,,,2024-04
ZEOxfqlaW-0,Irans Angriff auf Israel: Was ist passiert? Gab es Opfer?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-04-14 06:54:52+00:00,6,1.0,,,0.5,,,,,2024-04
X6RJXXaCKvk,Iran greift Israel mit Drohnen an! Das wissen wir bisher,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-04-13 21:40:01+00:00,6,0.5,,,,,,,,2024-04
alx07Du5Rhc,Darf ich als deutscher Journalist Israel kritisieren?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-04-10 17:00:07+00:00,6,-1.0,,-1.0,,,,,,2024-04
ZykGloO0Tyw,Iran wird Israel angreifen - Geheimdienste warnen!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-04-07 15:10:21+00:00,6,-1.0,,-1.0,0.5,,,,,2024-04
zeNucsCUfaE,Was bedeuten die Namen der Länder des Nahen Ostens?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-02-14 18:19:39+00:00,4,,,,,,,,,2024-02
0qdyrD0sytw,Wahnsinn in Nahost: Wer bombardiert gerade wen?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-01-26 18:03:33+00:00,3,0.0,,-1.0,0.5,,,,,2024-01
_jMjeqMrzAk,Hat Israel gerade einen iranischen General in Syrien getötet?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-01-21 18:55:54+00:00,3,0.0,,,,,,,,2024-01
_boEuPC8PuY,Türkei gegen Iran: Streit um die Zukunft des Nahen Ostens,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2024-01-19 15:30:08+00:00,3,,,,,,,,,2024-01
swfGxsaLgsM,Seit wann Deutschland Waffen an Israel liefert (und umgekehrt),UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2023-11-16 18:35:44+00:00,1,0.0,,-1.0,0.5,,,,,2023-11
UELFMTN_zso,Israel vs. Palästina: Wo stehen die Kurden im Gaza-Krieg?,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2023-11-11 12:13:23+00:00,1,-1.0,,-1.0,-0.5,,,,,2023-11
aY0H23EeeLE,Gaza: Mehr zivile Tote als in der Ukraine?!,UChiFVh8U2d6cyJIh0ghNF3w,Konstantin Flemig - Kriegsreporter ,2023-11-08 18:52:08+00:00,1,,,-1.0,,,,,,2023-11
nNdGOz1OllI,"Israel-Krieg: Ölpreis, Zinsen, Inflation, Weltwirtschaft – Wie Robert Halver die Lage einschätzt",UC9tf9xk_wGKzxXxrpbkt_IA,Finanzexperten im Interview - biallo,2023-11-10 17:59:31+00:00,1,-0.5,,,0.5,7.083333333333333,4.0,Rechts,Mittel,2023-11
Q-psy28iU9U,Israel-Gaza-Krieg: Weltrezession wie in der Ölpreiskrise 1973? / Heiner Flassbeck im Interview,UC9tf9xk_wGKzxXxrpbkt_IA,Finanzexperten im Interview - biallo,2023-10-18 17:01:45+00:00,0,,,,,7.083333333333333,4.0,Rechts,Mittel,2023-10
9SoPatFkpfY,"Israel-Krieg: China, Iran und die Angst vor einem neuen Ölpreis-Schock / Sandra Navidi im Interview",UC9tf9xk_wGKzxXxrpbkt_IA,Finanzexperten im Interview - biallo,2023-10-11 17:19:16+00:00,0,,,-1.0,-0.5,7.083333333333333,4.0,Rechts,Mittel,2023-10
gP_f_L-8Sqs,Abu Abdullah - Internationaler Gerichtshof und Palästina,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-10-09 09:00:57+00:00,24,-1.0,,,-1.0,7.5,5.115384615384615,Rechts,Mittel,2025-10
UnX7DB5ro2I,Abu Abdullah - Palästinensische Geiseln,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-10-08 22:00:37+00:00,24,-1.0,,-1.0,-1.0,7.5,5.115384615384615,Rechts,Mittel,2025-10
wVl4283nLmc,Pierre Vogel - Jerusalem,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-09-19 07:10:14+00:00,23,,,,,7.5,5.115384615384615,Rechts,Mittel,2025-09
n9HamXTWVug,Pierre Vogel - Jerusalem ist ein wichtiger Ort für uns!,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-09-14 17:01:03+00:00,23,,,,,7.5,5.115384615384615,Rechts,Mittel,2025-09
ZlL0ZKed-Uo,Abu Alia - Gaza ｜ Ein Kranker kann keinem Kranken helfen,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-08-18 16:01:02+00:00,22,,,,,7.5,5.115384615384615,Rechts,Mittel,2025-08
veoRT52RZcI,"Hassan Dabbagh -  Gaza, Wir Haben Nur Allah",UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-08-16 18:00:59+00:00,22,-1.0,,,-0.5,7.5,5.115384615384615,Rechts,Mittel,2025-08
fK9QMaGyzBY,Abdul Alim Hamza - #Gaza,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-07-28 16:34:13+00:00,21,-1.0,,,,7.5,5.115384615384615,Rechts,Mittel,2025-07
sfUszRx5MWU,Abu Abdullah - Wer soll den Friedensnobelpreis bekommen Netanyahu oder Trump ?,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-07-17 12:01:46+00:00,21,-1.0,,,-1.0,7.5,5.115384615384615,Rechts,Mittel,2025-07
eSg8OXCKKjM,Pierre Vogel  - Uiguren sind wichtiger als Gaza!,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-06-12 22:00:48+00:00,20,,,,,7.5,5.115384615384615,Rechts,Mittel,2025-06
9UeLEmD2RVQ,Abdul Alim Hamza - Vergisst nicht eure Geschwister in Gaza,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-06-06 22:00:16+00:00,19,,1.0,,,7.5,5.115384615384615,Rechts,Mittel,2025-06
b64GgKxdVuM,Pierre Vogel -Wie willst du denn hier Palästina helfen？,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-05-17 23:00:38+00:00,19,,,,,7.5,5.115384615384615,Rechts,Mittel,2025-05
QaNdi8suYW4,Hassan Dabbagh - Und die Welt schaut zu! #Gaza,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-05-11 20:01:24+00:00,19,-1.0,,,-1.0,7.5,5.115384615384615,Rechts,Mittel,2025-05
gPMUsh4iCcY,Abdul Alim Hamza - Das Leid der Menschen in Gaza,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-04-19 09:38:33+00:00,18,-1.0,,,-1.0,7.5,5.115384615384615,Rechts,Mittel,2025-04
YxFu3UzW7K0,Abdul Alim Hamza - Gaza unsere Wunde,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-04-15 21:00:37+00:00,18,-1.0,,,,7.5,5.115384615384615,Rechts,Mittel,2025-04
qz8SmotG-PA,Abdul Alim Hamza - Netanjahus Besuch in der EU,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-04-03 20:12:12+00:00,17,-1.0,,,,7.5,5.115384615384615,Rechts,Mittel,2025-04
0swIXZvBVSs,Abdul Alim Hamza - Gaza,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-03-22 19:00:02+00:00,17,-1.0,1.0,,-1.0,7.5,5.115384615384615,Rechts,Mittel,2025-03
qqg_iFEgwIk,Amen Dali - Zeige dein Eheleben nicht im Internet! Neidformen： Ghibta und Hasad,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2025-02-27 19:00:29+00:00,16,,,,,7.5,5.115384615384615,Rechts,Mittel,2025-02
B8QZmXIKNyE,Hassan Dabbagh - Wo bleiben die Menschenrechte？ #Palästina,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2024-11-13 22:39:33+00:00,13,-1.0,,,-1.0,7.5,5.115384615384615,Rechts,Mittel,2024-11
rU2lgdKZu2A,Hassan Dabbagh - Als die Christen den Schlüssel an 'Umar übergeben haben ｜ Jerusalem,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2024-10-28 13:01:08+00:00,12,,,,,7.5,5.115384615384615,Rechts,Mittel,2024-10
QUtKZb7d_SY,Pierre Vogel  - Das Land gehört dem jüdischen Volk schon 3500 Jahre  #Israel #Palästina,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2024-10-26 12:04:23+00:00,12,-1.0,,,,7.5,5.115384615384615,Rechts,Mittel,2024-10
eiiKf4D16Zo,"Pierre Vogel - Darf man Synagogen anzünden, um Geschwistern in Gaza zu helfen？",UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2024-10-24 22:00:33+00:00,12,,,,,7.5,5.115384615384615,Rechts,Mittel,2024-10
BZj6YxUeAsA,Ahmad Abul Baraa - Die Hilflosigkeit vieler wegen Palästina - Die größten Fitan in dieser Zeit,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2024-09-23 16:15:14+00:00,11,-1.0,1.0,,-1.0,7.5,5.115384615384615,Rechts,Mittel,2024-09
m0lDL_dmhjQ,Abul Baraa probiert die ＂Palästinensische Cola＂ für Euch!,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2024-07-17 20:13:13+00:00,9,-1.0,1.0,,,7.5,5.115384615384615,Rechts,Mittel,2024-07
s-ul0032fZk,Abu Alia - Freitagsgebet in Gaza,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2024-07-16 18:00:33+00:00,9,,1.0,,,7.5,5.115384615384615,Rechts,Mittel,2024-07
i1V1e1CCQEQ,Ahmad Abul Baraa - Menschen sind doch nicht alle gleich ｜ #Palästina,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2024-05-30 13:00:42+00:00,7,-1.0,,,-1.0,7.5,5.115384615384615,Rechts,Mittel,2024-05
gnEsyEJGcQM,Ahmad Abul Baraa - Mehr Muslime durch Krieg in Palästina! So hat der Krieg den Islam verbreitet,UCdPX3MNVbr5nGRthygN2JRQ,Habibiflo Dawah Produktion,2024-05-27 20:38:48+00:00,7,-1.0,1.0,,-1.0,7.5,5.115384615384615,Rechts,Mittel,2024-05
