video_id,video_type,populism_score
ieavrkpGq7o,Standard,4.0
rgCHG5i0fzY,Standard,0.0
ROQRVubaJ4c,Standard,0.0
jZ1PAfu8YmE,Standard,8.0
6zF7jw05vQw,Standard,6.0
yhn6UXgWXP0,Standard,4.0
GVS0FngaKbs,Standard,2.0
GR-H_2R34AM,Standard,6.0
7SFLAHoI-y0,Standard,6.0
2W1h0XtZITY,Standard,0.0
BCyFBDsKMG0,Standard,0.0
ikEN6jdHnsY,Standard,0.0
bXDd3Ts5QU4,Standard,-1.0
_Yiem_3e0J8,Standard,0.0
KJ7V0rmR2d0,Standard,0.0
UO6zp7XvJfc,Standard,0.0
EwYdEtI14nA,Standard,6.0
IKoPASc3p50,Standard,0.0
v_oqzmgPtrc,Standard,8.0
9BdpxBzZ-qo,Standard,0.0
W-oZ_xnEtCg,Standard,0.0
CInbaLCjHiI,Standard,-1.0
4-FJo2U-APE,Standard,0.0
kPkkSPxCZYY,Standard,0.0
k8aeb53ZX14,Standard,0.0
_xUjR1YPM1A,Standard,0.0
pmvB7Bj9om0,Standard,0.0
85TQXszChqo,Standard,8.0
wVl4283nLmc,Standard,-1.0
K-gs-9XIL8s,Standard,0.0
sjOUZkQpXiQ,Standard,0.0
Du1Bd9Hmnfk,Standard,0.0
SWBAOyGgczg,Standard,4.0
TV1VudIqLRQ,Standard,0.0
rFtbYu_ugNQ,Standard,0.0
2O16GaURfB8,Standard,0.0
Uiwywul1d5Q,Standard,0.0
hEEJSFiCSVQ,Standard,-1.0
VajOuMg-ik8,Standard,0.0
EZ3KcHkbhF8,Standard,0.0
knVXB_z48pQ,Standard,0.0
cx4HBe_Tf_0,Standard,0.0
YhZMNDFGeKg,Standard,8.0
5KurngL6pWc,Standard,0.0
h38wggo_6ak,Standard,0.0
_wDX8-zdcRk,Standard,0.0
PxPVSVW_9Xo,Standard,0.0
0PB-iF5MbtA,Standard,0.0
FXmDBk57aQc,Standard,8.0
Oyoj-Iest3c,Standard,0.0
lM1eQsIcOoA,Standard,0.0
DT50sstBdHk,Standard,-1.0
afE8muEuBew,Standard,0.0
C4Uu8l5CgRo,Standard,0.0
IJga0YXhiwY,Standard,6.0
f2SKL0M4SG4,Standard,4.0
I-G-K8N2WZg,Standard,2.0
JOLS40eMplE,Standard,0.0
CczY--Kwft4,Standard,4.0
LUjly9qdCA0,Standard,4.0
TJ2n6zwDOxc,Standard,0.0
vaEyWMiFblQ,Standard,0.0
jMTmJVC-wPY,Standard,0.0
CFYZcVKMewU,Standard,0.0
EqJcVf8OKNY,Standard,0.0
u6pPyTzfvlk,Standard,0.0
sbh_0Dvnerw,Standard,0.0
VwDSnHblAdk,Standard,0.0
HmQK4kqlPJ8,Standard,0.0
IobNOoCitQU,Standard,0.0
WwOqP6Q5cNQ,Standard,0.0
F0yWgldIkyM,Standard,0.0
3IB5aHISvNI,Standard,-1.0
Y2XwowLtJyU,Standard,6.0
oct_LCnBssc,Standard,0.0
4tm50srTnK8,Standard,0.0
j8bGCAQxwa4,Standard,0.0
_3J3yjA5ElU,Standard,0.0
xhfZiGMChv0,Standard,0.0
pMLwZhBgchI,Standard,0.0
Dn0YALMSuMU,Standard,8.0
9SVxeXotHMY,Standard,6.0
ztjIWrvmF5s,Standard,0.0
Sq4y0FPljuA,Standard,8.0
BFMxmdcNfTs,Standard,6.0
K7LOkNcwP8M,Standard,-1.0
DvPAeceTEPA,Standard,0.0
SBxUTEz_jA8,Standard,0.0
TLONvjbCtsE,Standard,0.0
NwerMcYoUCo,Standard,6.0
an8gZcqaFY4,Standard,4.0
W4QMa6TEZc8,Standard,0.0
1ysi54wSvfU,Standard,0.0
Kz4x4paK60E,Standard,0.0
Z2ijXNHdI5Q,Standard,0.0
n36ky4Ud2iU,Reaction,4.0
Qbhr0P3tGZE,Standard,0.0
R2DuimwfFh4,Standard,-1.0
46_7qHVY-90,Standard,6.0
YDvS0qKHm1s,Standard,0.0
vo1d0eO786A,Standard,0.0
AHi5JqUhupE,Standard,0.0
OakTNsXade0,Standard,-1.0
DtCS7vxuhyQ,Standard,8.0
1xkcJDl0SPU,Standard,0.0
bbB68akaS80,Standard,-1.0
pkHRyxY2hEY,Standard,-1.0
tlycUK_TS_I,Standard,0.0
vEpSMDwt8YI,Standard,0.0
R6xGtU7heBI,Standard,0.0
F3EiCgyTTlo,Standard,-1.0
4uXnb1-yTxo,Standard,0.0
5qHEpWlyPPM,Standard,8.0
oskEVTyIjbc,Standard,0.0
Ug_uqs_ZoWM,Standard,-1.0
zXO0-R5AINI,Standard,-1.0
DYPre62CIGI,Standard,0.0
pBck5lvJgpY,Standard,6.0
B0PZh_sqmsk,Standard,4.0
yVZItniO5Zk,Standard,0.0
87CCc5cH334,Standard,-1.0
BtVCkcQfij0,Standard,0.0
jhkPqdlCJ38,Standard,-1.0
UdITnmXbYeA,Standard,0.0
cTw8O8gmbyc,Standard,0.0
mqJrG5wUt4o,Standard,0.0
NIA_zY_2538,Standard,0.0
WeywoL-mbhI,Standard,0.0
pJlf8BpSWu0,Standard,0.0
D5LlX4JWgRE,Standard,0.0
7AOHkKKTZlw,Standard,4.0
zhnMRvmF9_I,Standard,0.0
E9AT_m8Sndo,Standard,0.0
oDGMIPk9jy4,Standard,4.0
0VVO3xiShmg,Standard,0.0
XmUdKbdBiec,Standard,0.0
hlYp2OYY-8g,Standard,0.0
K5yTj7Egf1g,Standard,0.0
sv9-5zeuUsM,Standard,0.0
F-NMTXz14oQ,Reaction,4.0
h0jd1DsN5Mo,Standard,0.0
XnPGRf6DyNk,Standard,-1.0
CvVbhf2IvFU,Standard,-1.0
46SJaqkgs_w,Standard,0.0
07hRSyr1YYA,Standard,4.0
6cP0fd__O3I,Standard,0.0
tBz91-CwViE,Standard,4.0
ljyCBg9Wlqc,Standard,0.0
h8qQ50qAJsM,Standard,0.0
fmP_W5bofvY,Standard,-1.0
36xDBX_BlEk,Standard,6.0
8KJ-OnqMz04,Standard,0.0
fptiU2e5jsI,Standard,2.0
fuiDd7yPkMM,Standard,6.0
bpBuF6GviLo,Standard,0.0
-m7KT5zU5_U,Standard,2.0
0DbatPQwH4M,Standard,0.0
aclYQDGncqM,Standard,0.0
orOsWAsO1EE,Standard,-1.0
2YUmJekDsCY,Standard,2.0
FBY0MCy5l_o,Standard,8.0
5SAAk4OMbqY,Standard,8.0
HI1HKxF3BmU,Standard,0.0
7A1QRhwT77Y,Standard,4.0
11LD5cvyaMA,Standard,0.0
sLvOfUXszaM,Standard,0.0
GZDFpRysTNI,Standard,0.0
xwJFj4AsePw,Standard,0.0
j8Sf0OsthyE,Standard,0.0
sBrR1r9tYIY,Standard,8.0
-HFfq9HV9lg,Standard,0.0
LKaqXfoqTFY,Standard,6.0
SKMwXY6Oi0E,Standard,0.0
C-0mSz6wSDA,Reaction,0.0
ICVf1VMM1Ao,Standard,4.0
XcMLEzh6Rrg,Standard,0.0
wxvz6Ut-WHU,Standard,-1.0
IoYM1sa40IQ,Standard,0.0
Vt37NtVRnrY,Standard,0.0
2y6kD8kgz8A,Standard,6.0
q84T18iE2Ro,Standard,0.0
sK3BBPFe2uw,Standard,0.0
t_Lp9J9FUek,Standard,-1.0
-4YM5bvHIbU,Standard,-1.0
AHGon5CQ0cE,Standard,0.0
cYS3rG-MXQQ,Standard,-1.0
6tf6-rVYvdM,Standard,2.0
lb2UEpGfNJ4,Standard,6.0
BNcTe_Hx1Is,Standard,0.0
95HTduV1Mmo,Standard,0.0
k9kNYN6v3pQ,Standard,-1.0
1w9QcS5jTrw,Standard,0.0
mse-DSRozJk,Standard,0.0
auW7hiTMB7s,Standard,-1.0
i0T04s6Nc1g,Standard,6.0
4DS8Nhx2xn0,Standard,0.0
TJEHz-DMBnY,Standard,0.0
Tz0_URI3Ea4,Standard,6.0
Jd6ShQKtvLY,Standard,8.0
Z5zuUCHunBo,Standard,6.0
8Qf7-cdprYQ,Standard,0.0
F-B6xdnzHqU,Standard,-1.0
9hfZB_TURR4,Standard,6.0
fk_YfZG_yhk,Standard,0.0
MypFhxXVLKg,Standard,0.0
x-VZMeVVun8,Standard,0.0
28z4MdoHr1c,Standard,0.0
kpOJgfvxyxY,Standard,6.0
kxFCDXacMLY,Standard,0.0
eWQD4-fjqq4,Standard,0.0
BLnyPwH1Ob0,Standard,0.0
AjTfYIsiK3c,Standard,0.0
qQkNWGVXsy8,Standard,0.0
wWWSvi25lJM,Standard,-1.0
k6e3UKzM73I,Standard,0.0
rwUycqsXxwA,Standard,0.0
kV2yI8JuDPo,Standard,0.0
z4bUqcYbDOw,Standard,0.0
052eVT-HDSg,Standard,0.0
9m25hkF1gn8,Standard,-1.0
LT12tDIhiVA,Standard,0.0
PkG63Z5mDeM,Standard,-1.0
Wma1lP98pxI,Standard,0.0
IlOxt20jGpo,Standard,0.0
LJMcR32zMb4,Standard,0.0
jG8sLBuXf40,Standard,-1.0
M82Sy-e0JWk,Standard,0.0
OHCKQpIR9sA,Standard,4.0
Msn3HvwHSCM,Standard,0.0
LKCnuo5Qdh4,Standard,0.0
IZ3cV8A2ffo,Standard,8.0
d1RXwUhNoVw,Standard,0.0
x3nwR-S55oY,Standard,0.0
n6Mo6VvjLEA,Standard,-1.0
ZULlAjBIplY,Standard,-1.0
fVgvoZpFQ8Q,Standard,0.0
knehPHi5EOg,Standard,0.0
k1xvOQMf6Mk,Standard,4.0
_yskAIfgBJg,Standard,0.0
zfIWsOOkhyA,Standard,-1.0
_263s26RcX4,Standard,0.0
TekSAB6Fmfw,Standard,0.0
oKEXPxMQx9w,Standard,0.0
iB3QWdFxmnc,Standard,0.0
A2PVr0ACByo,Standard,-1.0
L4bK-R6qWUE,Standard,0.0
N_Jogym_Yag,Standard,0.0
S6pQa6N4Beo,Standard,0.0
Iwbfizp25uo,Standard,0.0
URkG3O0JV7o,Standard,0.0
0bmSjTUmT9A,Standard,-1.0
BGmWEw5GiEo,Standard,4.0
dMcX_lCzNAc,Standard,0.0
CQQOeQn4lgk,Standard,0.0
7AWJkb5C_ls,Standard,0.0
LlqL4HOp7iA,Standard,0.0
XogvPdtRhog,Standard,2.0
nbV6Anbn6dg,Standard,0.0
-TvaU2sFMfk,Standard,-1.0
YaAXKzdMQCA,Standard,0.0
uZhFvaGxZWA,Standard,0.0
iVxoCUIuXrQ,Standard,0.0
y2ZPV4V-VDw,Standard,8.0
xddBW8lsXtA,Standard,8.0
AtzTgIsoEY8,Standard,0.0
oFM128jrUjA,Standard,0.0
JWA3SomhH4A,Standard,0.0
ERt6BJXZC7Y,Standard,0.0
YcTsbK_R9z0,Standard,0.0
dUmm0yZ30Z0,Standard,4.0
2C3w_tDQbOA,Standard,0.0
tJTNLmDAGCU,Standard,0.0
OUhRKkQMTOM,Standard,-1.0
kjFVYiabCB8,Standard,0.0
HYPCj2Fp2CY,Standard,0.0
cPG-1-Nvnxw,Standard,0.0
nwhKcwUD54g,Standard,4.0
G5Fyrddhpz0,Standard,0.0
9BkM5xP5p2A,Standard,0.0
GedUkfrzuKw,Standard,0.0
j8bsmztK0Kc,Standard,0.0
bc2ZpNDl-JM,Standard,0.0
oOrIENJ2UTs,Standard,6.0
dvB8UncB35A,Standard,-1.0
p9msKQB23JY,Standard,-1.0
wPx4-uw40NU,Standard,0.0
QOPmDIQJmjo,Standard,0.0
qNNIQcq8ZKg,Standard,0.0
4hiAEvWx-Ic,Standard,-1.0
_AksPWmx1mk,Standard,0.0
pIMynBS2UEk,Standard,6.0
dJZqbIDT2Jc,Standard,0.0
W1jzIVu8ng0,Standard,6.0
BHb6gS8GRJQ,Standard,0.0
QJcySrorot4,Standard,0.0
wYTh95FoZI0,Standard,0.0
wTKwZuMywzM,Reaction,4.0
7bXuGZE4IFg,Standard,0.0
GAlde64ZyNQ,Standard,0.0
xY4GwG5ng2s,Standard,0.0
MbEvLNOmroo,Standard,0.0
SzfsZ-qpwM4,Standard,0.0
Ftula6kuLDI,Standard,-1.0
--h3F_sVBk0,Standard,2.0
i0s572YzOZg,Standard,0.0
hGWDFakx0hY,Standard,0.0
PNPAhiGX2H0,Standard,6.0
kBYjT2Brafs,Standard,0.0
cZur6mMAwc0,Standard,0.0
8yXYCOZyANs,Standard,0.0
dg_vnM3s-rQ,Standard,0.0
W-SDAiodfUw,Standard,0.0
aGtK9bfqZlI,Standard,0.0
n5pWMbz4P2Y,Standard,0.0
7DvnSxh835c,Standard,0.0
bIzAec5SqW8,Standard,6.0
QyVBjQrJNXI,Standard,4.0
vKFNEw2KwlE,Standard,0.0
8vLLT-rnCWM,Standard,0.0
NMR8ORnk4Mg,Standard,0.0
CT0eZ50x7EI,Standard,8.0
Yb9O7p6Pzpk,Standard,0.0
WwT7VLICUzM,Standard,-1.0
EL8P1dfFZ-c,Standard,4.0
0swIXZvBVSs,Standard,8.0
SKV-SA7xiRA,Standard,0.0
d7EjE2H_CsU,Standard,0.0
8_0JmB5279w,Reaction,8.0
LvHbwcgrl1g,Standard,0.0
7yWAO5p5wYY,Standard,0.0
BNIFu1qTHRs,Standard,0.0
x2iH-vUdv7Y,Standard,2.0
D54ggmc8a3U,Standard,-1.0
OIUqH3Unw9Y,Standard,0.0
2_V00acYVZ4,Standard,0.0
GaisZDJP9i8,Standard,0.0
B2mbs7tCoZA,Standard,0.0
tkEuVGESNL4,Standard,4.0
XLSNB3mftao,Standard,0.0
M5F0YKGtrDo,Standard,0.0
A2iQgpYGWnM,Standard,-1.0
Y3nkCAsC5Kc,Standard,0.0
BOsDgScY_y4,Standard,0.0
t_zhDGqD_qE,Standard,0.0
AUbtjuOxv58,Standard,0.0
FfE094FMMg0,Standard,4.0
1SGNSAN_cWg,Standard,0.0
vW1nl9EOpf4,Standard,0.0
HJWKiQslNPU,Standard,0.0
qH6lKYvnX8A,Standard,0.0
uRhu-Faw_AQ,Standard,0.0
twjXjuJRM9E,Standard,6.0
WTgOYrOQB0s,Standard,0.0
jLgvc-XLX90,Standard,0.0
6Z8TwolmrTI,Standard,-1.0
PmfC_ZOsT7Y,Standard,0.0
AALMgYG-I-w,Standard,8.0
njZ7QDV8aao,Standard,0.0
p-8NqEbXMzQ,Standard,0.0
ghy7MxGvrUg,Standard,6.0
SFfD_D0UQMk,Standard,0.0
uEpqQitEk6k,Standard,4.0
kdMFnZYJO4Y,Standard,0.0
MpZ7nyHo360,Standard,0.0
XH6VjUrjT1o,Standard,-1.0
dwqFmV3puBQ,Standard,0.0
-Cl-ra6S-Q4,Standard,0.0
jWq4wa_ZTsU,Standard,0.0
IpUrjdEfDcQ,Standard,0.0
-KwCghalcuk,Standard,0.0
4nn0S_nVEro,Standard,8.0
foUGI9gxhM8,Standard,0.0
SWwQ0t9FIhI,Standard,0.0
UmfL8pQ_BSo,Standard,-1.0
YqeSm-K9U9c,Standard,0.0
6tI3-kTL_50,Standard,0.0
hqx86yLikSU,Standard,0.0
R3920l0b5wg,Standard,0.0
oY6WN3JCSi0,Standard,0.0
PGn20Zv-_1o,Standard,0.0
5CflVPVjsEo,Standard,6.0
Q9mlny9W30M,Standard,0.0
Ro4XE11G4a8,Standard,0.0
LwG_0fqZ74A,Standard,-1.0
AWuZORdppqk,Standard,0.0
0N-w8yanU2U,Standard,0.0
TOz9XqqKibo,Standard,4.0
0JWl8D6h-5k,Standard,0.0
RcOK9wGRUGk,Standard,-1.0
bTAbDGuzslU,Standard,-1.0
iobWRqcvbUU,Standard,0.0
2bPupOdW8M0,Standard,0.0
g_XdZE5SiBU,Standard,4.0
ZlV5uRPO4oQ,Standard,0.0
FZdX5X4EbGw,Standard,4.0
MllMh1iZVNI,Standard,0.0
0RAxXYVyBvA,Standard,2.0
63ZOD2aKHfE,Standard,0.0
T0TVNZlul1g,Standard,0.0
YX_PKozh_aU,Standard,2.0
03V1vrVX-bU,Standard,0.0
H3BLUIfJjJo,Standard,0.0
JdXrINzWDnk,Standard,0.0
Iv-ak3BvHtk,Standard,0.0
3dCQCNkcNag,Standard,0.0
98y-BWQuWI4,Standard,2.0
btd3vtB09Cs,Standard,0.0
UqPLS-2LLeQ,Standard,0.0
15jihDTBphs,Standard,0.0
PMmhoL91OSY,Standard,0.0
S6BroyczeFw,Standard,4.0
Vt37rWt9LsE,Standard,0.0
_gKgc04EgNc,Standard,0.0
7tgpH7icRbg,Standard,0.0
CnpJ4Zsa4XQ,Standard,0.0
7NMsDz2tq2g,Standard,0.0
RCUH_Jc-iHU,Standard,-1.0
9uiOqv0Xrv0,Standard,6.0
bT1RciMVSTE,Standard,0.0
f6CWyCOgJg4,Standard,0.0
qJ7ry1ZjVkM,Reaction,6.0
j1SfSzG8U9A,Standard,0.0
eVBY9Rt6yT0,Standard,-1.0
5h10hxIOvco,Standard,0.0
7ySjPRaV6zE,Standard,0.0
rv3nYSvB9QY,Standard,0.0
NtecsJhWWxw,Standard,4.0
7oG6nMzYpVM,Standard,0.0
V08t4BXEikM,Standard,0.0
J386a_1HExs,Standard,-1.0
fZ0ZW_KhVVc,Standard,-1.0
s66Nx0CcPUM,Standard,0.0
2Vu01wxKUp4,Standard,0.0
RawUR6CaucU,Standard,0.0
DwAz4b6Fy2E,Standard,0.0
8_W_N3aCUOQ,Standard,0.0
azlAA59CT3A,Standard,-1.0
9gZMZfRsGVw,Standard,0.0
lX2Qz_hajxc,Standard,0.0
HqpjOeXYNo8,Standard,0.0
7s-Xa_pJ6d8,Standard,0.0
9ZI8GUGVvfk,Standard,8.0
sj6GeDrQ09Y,Standard,0.0
pArDopZvtcQ,Standard,-1.0
MQqEzYwsXpw,Standard,0.0
N803pg3vndc,Standard,0.0
Zc70iRemjIg,Standard,0.0
oYiqBhQLZs0,Standard,0.0
v2BvQoQqB_I,Standard,-1.0
dcMPzimUbcg,Standard,-1.0
ih99eiLgs-0,Standard,0.0
PK22LfUnx-s,Standard,0.0
i-Vcu7lqjHw,Standard,0.0
brxG4wBWRp8,Standard,0.0
rRzmf-I7Yes,Standard,0.0
7XiHI0duYjE,Standard,0.0
eBqZF9x4NnM,Standard,0.0
ulr-R61GCY4,Standard,0.0
B-2JXFFHezw,Standard,6.0
NUnCghHr59M,Standard,0.0
QAGtgehmq1s,Standard,-1.0
29bEN3h0ols,Standard,6.0
zn9V1e8uGHc,Standard,4.0
AJYrMrNmL9k,Standard,0.0
S_vIv6REqE8,Standard,0.0
yTfnkh-GrSk,Standard,0.0
ciXqWPgwMiw,Standard,6.0
LwOQFi8LGhQ,Standard,0.0
pNoRrDOv5wg,Standard,0.0
pwdkRf0FZd4,Standard,0.0
v3U7UkK62Q4,Standard,0.0
ZAFnRmMOs4s,Standard,0.0
1ARcKhMKG28,Standard,0.0
GhGmrsTNUD8,Standard,0.0
dc9t3hk_3qA,Standard,6.0
88tRvS0FnPA,Standard,0.0
eex8GVwxODE,Standard,0.0
WK8_hiZvQTo,Standard,0.0
caAut2xIL7U,Standard,-1.0
_uLCnjITK5A,Standard,8.0
42aCQnlUGnI,Standard,8.0
cCCWIyb9WqQ,Standard,0.0
3mTQ3mQReqg,Standard,0.0
cGpeRHI9yj0,Standard,4.0
phD0Virbv78,Standard,0.0
NG_b0DLNvkc,Standard,0.0
85nJXicVUDg,Standard,0.0
K0v29LMevF8,Standard,0.0
qTMPWZAJR94,Standard,0.0
2N4oCeBGTQI,Standard,4.0
XCI7UsgisjM,Standard,0.0
1aiSg0sh7C0,Standard,4.0
0M-QIJTT7-M,Standard,0.0
HpcuZhlzyFo,Standard,0.0
eQ1S--V__7k,Standard,0.0
pJ0PgW-fIHw,Standard,0.0
xUHXDrZhMcU,Standard,-1.0
OCPnwUZ2aR8,Standard,0.0
hEuwjmN-uBE,Standard,6.0
GEBdiK574Us,Standard,6.0
QTUATAlIRgs,Standard,6.0
fBN6238dxpc,Reaction,4.0
MzRtU73Fe0Y,Standard,0.0
Dxrys8xm1aw,Standard,0.0
3_0xgxPplNQ,Standard,6.0
r39LjVfgSRg,Standard,0.0
7WiYDR9DW_Q,Standard,0.0
DjJqw4b6ufU,Standard,0.0
oa-om5yirm8,Standard,-1.0
bdgEKhFVJf0,Standard,4.0
HS6NSu5QJ3w,Standard,0.0
3Wb-9QfOf-E,Standard,0.0
xVi3f_iCIf0,Standard,-1.0
uicpnVYuEH4,Standard,8.0
rtNeL3TKqoE,Standard,-1.0
meJsi7VyPjw,Standard,0.0
tdbAzmUOS3M,Standard,0.0
NLFFBk1dtf4,Standard,0.0
7tzUqbK398M,Standard,0.0
bPwcuchcWp4,Standard,0.0
9sKXHF1mlnA,Standard,0.0
aQj2TxurvAQ,Standard,0.0
KzdeQBouDvM,Standard,0.0
kLULgjxdpsc,Standard,4.0
ocestPLmKrA,Standard,0.0
RK1PmgnxJNE,Standard,-1.0
PjE8yhMIlnc,Standard,0.0
Qo4XEoCf3YA,Standard,0.0
MQqzuanP9d8,Standard,-1.0
hUUMuNWRtVM,Standard,0.0
SKUdSy3TspY,Standard,0.0
0hy8ra8ZpSc,Standard,0.0
sJD6xRXFjfM,Standard,0.0
HZeN-sqaiYE,Standard,0.0
P3QVqJrFV3M,Reaction,6.0
SrrF8X_nnwU,Standard,0.0
94oKSoN_PMw,Standard,0.0
lBNPApdW3nU,Standard,0.0
bmP03w2HLDk,Standard,6.0
sYMAsusjwgs,Standard,0.0
loept4zZVhs,Standard,0.0
f9xUaA1SfmU,Standard,0.0
etlCXvh0_6E,Standard,6.0
kwBqMBgNVjY,Standard,0.0
O-d0dsJHXbE,Standard,0.0
nZBs0teCPbY,Standard,0.0
J-hakMFlJ6U,Standard,4.0
qcY5MhOLY6E,Standard,0.0
W7VX5hyGrNI,Standard,4.0
sDFYv5LKqBw,Standard,0.0
jaiaAdcsKbA,Standard,0.0
cfgUcUdda6c,Standard,-1.0
49eIAmIdA2w,Standard,0.0
mxu4xiUXGQs,Standard,0.0
HY1-YGXUq8I,Standard,0.0
PQu8MwTORhQ,Standard,0.0
8sbhBm4FuuA,Standard,6.0
uyl8KOhmtiM,Standard,4.0
6EJ-eTTdVjI,Standard,0.0
4l-RQ2s44Wk,Standard,0.0
hQoigcVdrRc,Standard,0.0
hlhQwr7X92Q,Standard,2.0
v1bqaQWKKlg,Standard,6.0
BSBIR0wgX2E,Standard,0.0
3k8LzepW6pY,Standard,0.0
Q3ryitjwdbo,Standard,-1.0
VB03nu5slvE,Standard,0.0
SrRorBWr000,Standard,0.0
Hwzt47nBW5s,Standard,4.0
0dKZWvFcUv0,Standard,-1.0
yyIAidAHsAI,Standard,0.0
qomeJeeijFY,Standard,0.0
idFFNR00b_I,Standard,4.0
yikQ9rXLYR0,Standard,0.0
oceLYg3ufBk,Standard,4.0
zw_noTSWb_c,Standard,0.0
btdjkUd-43E,Standard,0.0
AkpIVegLtvM,Standard,0.0
UewlyVTPch8,Standard,-1.0
tpQh4CFJWIc,Standard,0.0
bxZCzI4Pnbo,Standard,-1.0
V4F3NMLFiMs,Standard,4.0
WAuD2aFGX88,Standard,6.0
WvhYENXE6N4,Standard,0.0
zc1987cZGMU,Standard,-1.0
b_plYnB8-8I,Standard,0.0
9XX2IpXRn7o,Standard,4.0
zqL7BUoPD1o,Standard,0.0
RYMuafzd83w,Standard,0.0
1MAi8rkyZMA,Standard,0.0
9_KRz4JHHsg,Standard,0.0
vfxxfA20FxM,Standard,-1.0
fAZ647B-_A8,Standard,-1.0
dDGaGlD06zA,Standard,0.0
YKB_wC6_tC4,Standard,-1.0
C7-A1Y6c4wA,Standard,0.0
MJ7us0TdPyk,Standard,0.0
8-izLn3_C94,Standard,0.0
ZrQYXBjJIxU,Standard,2.0
ADLzMnwExXA,Standard,0.0
CPWQPjfFoP0,Standard,0.0
RDwLzmPwA-k,Standard,0.0
7ET97ET0PTo,Standard,0.0
jHjVdLp4MK0,Standard,0.0
v82Ge-8YqQE,Standard,0.0
RDoAzDnbGEw,Standard,0.0
126gS8y8GM8,Standard,0.0
qWCi4ZhTBPQ,Standard,4.0
aAnsEaXjIZU,Reaction,8.0
N0Y38QFbrfs,Standard,0.0
1FPpCKmLZq0,Standard,-1.0
U2gxSO5AyU0,Standard,0.0
9EXUL3swRz8,Standard,0.0
TR3a2pFZKl0,Standard,0.0
hkK-FewMGaw,Standard,0.0
IxpyPpG7AnY,Standard,6.0
667G5sy6qh0,Standard,0.0
RzIF4O8BJXA,Standard,-1.0
DXi8Eg1rfrg,Standard,0.0
9aXWeqPORo4,Standard,0.0
dmEZaLS_ZQs,Standard,8.0
FyZAw-U50K0,Standard,0.0
fAcFEPL3uuA,Standard,0.0
KV22UAimJd0,Standard,0.0
9NKqb4vjc14,Standard,0.0
W-0JHlpDZAc,Standard,0.0
QXCnjSIK7tI,Standard,4.0
sCvEqKB0rxI,Standard,-1.0
ntiaI4QBOAo,Standard,0.0
hjA8YtVCRqM,Standard,0.0
UCVGBO5jhq0,Standard,0.0
VcIWJmo6wGU,Standard,0.0
FmxE7UsUyLA,Standard,0.0
yztqIFaIAGY,Standard,0.0
kSeoaJFfvo8,Standard,0.0
w-syz3CYAOM,Standard,0.0
2UY7OymbSBQ,Standard,4.0
u3BZz0ZJFPM,Standard,0.0
TSnOjHByh_0,Standard,-1.0
IBff942nSAU,Standard,-1.0
5-JRPQmMk3o,Standard,2.0
LSLziTxUamw,Standard,0.0
VPQR2jefJFk,Standard,0.0
YpqQTaJxnCI,Standard,0.0
Y6dboQ_VZhU,Standard,0.0
S-KTv1CgPK4,Standard,0.0
-DHCGTHHak0,Standard,0.0
Mnr7MjUhIQ4,Standard,0.0
sXNwKkmD8ug,Standard,0.0
a2n3FZBrrjY,Standard,0.0
7AzYKClSNQ8,Standard,4.0
xbahXNk0ElI,Standard,8.0
eRhROQdrB_U,Standard,0.0
PG9HB5kI7Co,Standard,0.0
wb17OKNvI_A,Standard,0.0
pRBEVryqOMQ,Standard,0.0
N0c0SnY8fHI,Standard,0.0
g8bJ6D264e4,Standard,0.0
i2yCquaGZyk,Standard,0.0
XP5wQ8QLL2A,Standard,4.0
LoHY7XjFKro,Standard,-1.0
3wZ_Z1CWDJw,Standard,0.0
5NR9bT0_VgI,Standard,0.0
Xq01JUPXkgA,Standard,0.0
h8lLucTRWnI,Standard,0.0
-aWOAWkzFos,Standard,0.0
g7ceRINIpOc,Standard,0.0
wOBHJ-zY20w,Standard,0.0
WsDBrWyXQwY,Standard,0.0
Jk0fHjT1N5w,Standard,6.0
_3a-w2A7XSc,Standard,6.0
2N-GTW00JwY,Standard,0.0
UjXFgxX0lnI,Standard,0.0
q903ugWmjyo,Standard,0.0
XFV3WWz949A,Standard,0.0
Bwe-K4peGnk,Standard,4.0
iGuKUo4idVo,Standard,0.0
SSWotKDXcuc,Standard,0.0
QEXdsX_GNUE,Standard,0.0
9bd7kZ5vjTA,Standard,0.0
klXmpG3Lf3w,Standard,8.0
HBR2hQn4VR8,Standard,4.0
nzp6uAcycO4,Standard,0.0
gPXTefdGIl4,Standard,-1.0
db3tFDvzMgo,Standard,0.0
11lCTxiFsNo,Standard,0.0
2EsVqmALyi4,Standard,6.0
NT6RaaSwD6Y,Standard,8.0
w4boQXr67Vg,Standard,-1.0
xEeu97_raao,Standard,0.0
W3FhkSt6_dA,Standard,0.0
C-xfxKFGa3s,Standard,0.0
3IJQzF36uT4,Standard,4.0
AykXL-lhdTM,Standard,6.0
82qrDaA47Ts,Standard,0.0
l8nD94bb-Rs,Standard,0.0
llYotCSBqvE,Standard,8.0
QgXSQW6Ldbo,Standard,0.0
VQjYzzvGeqk,Standard,0.0
cMbf0MiFwTs,Standard,4.0
4gaZvJVIR84,Standard,-1.0
ghXv76Fgp5U,Standard,0.0
B58VoyluDQk,Standard,-1.0
6ju2191OiTk,Standard,0.0
nLLtFhtMpsw,Standard,0.0
qKjhxGfMSbQ,Standard,0.0
6XLQcCIZFAA,Standard,0.0
