video_id,title,description
jiUJNZAWGIo,Tobias Rausch: Legalisierung von Cannabis bringt erhebliche soziale Risiken mit sich!,In seiner Rede zur #Legalisierung von #Cannabis nimmt der AfD-Abgeordnete #TobiasRausch kein Blatt vor den Mund. Er verweist auf internationale Studien u. deren Kernergebnis: Cannabis ist nicht ungefährlich u. ein freier #Verkauf führt zu vermehrtem #Konsum. #AfD #Ltlsa  #AfDLSA
g6kgaMpyg-g,Hamburg-News: 28.000 Olympia-Plakate in der Stadt,"In der heutigen Folge blicken wir auf das hitzige Ringen um die Olympia-Bewerbung – wird die Hansestadt elf Jahre nach dem letzten Nein diesmal mobilisiert? Außerdem: Die Hamburger Ermittler verhindern einen mutmaßlichen Terroranschlag, und am UKE sorgt ein perfider Spionage-Verdacht in einer Frauenumkleide für Entsetzen.


Wir schauen zudem auf die bittere Kita-Insolvenz bei ""Pusteblume"" und erklären, warum Ritter Sport wegen einer ""schlanken"" Schoko-Taktik im Visier der Verbraucherschützer steht. Zum Schluss gibt es Luftfahrt-Kuriositäten für den guten Zweck und einen Sternekoch zwischen Elbe und Isar.


Jetzt reinhören und up to date bleiben!



#HamburgNews #OlympiaHH #SicherheitHamburg #Verbraucherschutz #UKE #KitaKrise #LufthansaTechnic #AliGüngörmüs #HamburgPodcast #Abendblatt #Aktuell



–Weitere Podcasts unter: www.abendblatt.de/podcast (http://www.abendblatt.de/podcast) 


- Wir freuen uns auf Eure Bewertungen und Likes


- Abonniert unseren Podcast, natürlich kostenlos 


- Feedback: moinhamburg@abendblatt. (mailto:moinhamburg@abendblatt.d) de (http://www.abendblatt.de/podcast)              


 "
takrfZ9LroI,"Wollen Bundeswehr-Soldaten nach Litauen? - Brigadegeneral spricht von ""großem Interesse""","In den nächsten Jahren wird Litauen zum Lebensmittelpunkt Tausender Deutscher. Grund dafür ist die Panzerbrigade 45 der Bundeswehr, die einen starken deutschen Beitrag zur Nato-Abschreckung leisten soll. Brigadegeneral Christoph Huber erklärt im Interview, warum der Standort so beliebt ist.

Kanal-Abo: https://www.youtube.com/c/ntvNachrichten?sub_confirmation=1

#ntv #Nachrichten
https://ntv.de/impressum"
44Mc1Q9vfJM,Wie Pistorius und Merz Baerbocks „katastrophalen“ Kurs ändern könnten,"#merz #baerbock #reitzthema 

Laut Umfragen ist die Neuauflage einer GroKo das wahrscheinlichste Szenario nach der Bundestagswahl. Das Duo Merz/Pistorius sorgt bei FOCUS-online-Chefkorrespondent Ulrich Reitz für Zuversicht. 

Glaubt man den Umfragen, ist eine Neuauflage der GroKo nach der Bundestagswahl das wahrscheinlichste Szenario. Schwarz-Rot unter einem Kanzler Friedrich Merz würde auch bedeuten, dass Olaf Scholz den Weg für Boris Pistorius frei macht.

Die Vorstellung, dass der CDU-Chef und der derzeit beliebteste Politiker Deutschlands ein Superduo bilden, bringt FOCUS-online-Chefkorrespondent Ulrich Reitz ins Schwärmen.

„Diese Kombination kann Mut machen. Es sind wohl auch die beiden Gesichter, die das Profil, das jetzt gefragt ist, am besten erfüllen: nämlich bodenständige Anpacker-Politik. Zielstrebig und lösungsorientiert.""

Beide würden die wichtigsten Themen abdecken. So habe Merz praktische Erfahrungen in der Wirtschaft gesammelt. Pistorius wiederum sei zehn Jahre lang Innenminister in Niedersachsen und zuletzt Verteidigungsminister gewesen. „Er weiß auch, wo der Bartel den Most holt.“

Pistorius könnte in einem Kabinett Merz viele Ämter übernehmen, sagt Reitz. Sei es als Innen- oder Verteidigungsminister, als Außenminister oder als Vorsitzender eines Nationalen Sicherheitsrates, den Merz plant.

Gerade in der Außenpolitik stehe das Duo für einen dringed benötigten Kurswechsel. Der Kurs Baerbocks sei in den vergangenen drei Jahren „eine einzige Katastrophe“ gewesen.

„Das Wesen der Diplomatie ist der Ausgleich. Frau Baerbock steht aber für Kopf durch die Wand und moralische Aufladung“, so Reitz weiter.

Stattdessen gehe es darum, in einer schwierigen Situation mit Wladimir Putin und Donald Trump die deutschen Interessen im Blick zu behalten. „Kühl kalkuliert und analysiert. Dafür steht Pistorius.“

Der nächste Bundeskanzler, in diesem Fall Merz, müsse ebenfalls ein Chef-Außenpolitiker sein. „Es geht gar nicht anders. Denn wegen Trump und Putin wird die Europa- und Sicherheitspolitik in den Mittelpunkt rücken.“ Merz habe das verstanden."
eAhVutIIWVo,🔥 Zum wegrennen: Warum floppt Running Man so brutal?,"Das Reboot von The Running Man kracht zum Start komplett an die Wand. Ein 110-Millionen-Dollar-Projekt, das am ersten Wochenende nur 17 Millionen Dollar in den USA holt und global bei 28,2 Millionen landet – ein Fiasko, das in Hollywood gerade für Nervosität sorgt. Studios hatten auf eine moderne Neuauflage mit starkem Nostalgie-Faktor gesetzt, doch der Markt straft den Film brutal ab.
Warum floppt ein teures Franchise-Revival so deutlich? Zu großes Budget, zu wenig Momentum, ein überfüllter November und ein Publikum, das offenbar genug von seelenlosen Reboots hat. Während Analysten erklären, dass mindestens 300 Millionen Dollar nötig wären, um überhaupt auf Null zu kommen, rutscht der Film schon in Woche eins in eine gefährliche Abwärtsspirale.
Selbst ein halbwegs solider 60%-Score auf Criticless kann daran wenig ändern. Wenn selbst in „starken“ Auslandsmärkten der Studio-Anteil mickrig bleibt, wird die Luft extrem dünn. Dieser Flop zeigt, wie sehr sich Hollywood verkalkuliert hat – und warum alte Marken allein nicht mehr ziehen.
Das ist kein Ausrutscher. Das ist ein Warnsignal. Und genau darüber sprechen wir heute: Zahlen, Hintergründe, Branchenfehler und warum die Realität der Studios gerade härter einschlägt als jede Action-Szene.

🌍 QUELLEN:
https://thatparkplace.com/the-running-man-flops-in-opening-weekend-box-office-reboot-releases-far-below-expectations/

👕Anti-Woke Protestwear T-Shirts, Hoodies, Baseball Caps und viele mehr gibts im 
IGGY'S WELT Protest-Wear Webshop: 
https://www.shirtee.com/de/store/iggyswelt

🔒 Ich nutze NORDVPN – Seit Jahren. Warum?
Weil echte Recherche, Meinung & Journalismus Anonymität braucht.
Deine IP ist deine digitale Identität – schütze sie.
👉👉 Hol dir NordVPN mit meinem Link & unterstütze den Kanal:
https://refer-nordvpn.com/hiqJukCpUIr

💰Ko-Fi hab ich auch, für alle die den Channel supporten wollen.
https://ko-fi.com/iggyswelt

📌 Folge auch meinem Zweitkanal
👉👉 @IggysUnterwelt – noch härter, noch freier, noch ungefilterter!

✅Iggy's Welt llnktree 
https://linktr.ee/iggyswelt

⚠️ Haftungsausschluss:
Kein Finanzratgeber. Keine Anlageberatung.
Ich gebe Denkanstöße, keine Empfehlungen.
Kann sein, dass ich selbst investiert bin – eigene Verantwortung ist Pflicht!

🛒 Affiliate-Links Hinweis:
Wenn du über meine Links kaufst, bekomme ich eine kleine Provision.
Für dich bleibt alles gleich – für mich bedeutet’s Unterstützung.

💡 Risikohinweis:
Investieren, Meinungen äußern & selbst denken:
Alles auf eigene Gefahr.
Informier dich selbst. Recherchiere. Entscheide mit klarem Kopf."
JtiD1aSJIFQ,Experte: Verkauf ist das halbe Leben,"Im Interview erklärt Sebastian Auer, Experte für Digitalvertrieb, was einen guten Verkäufer ausmacht und warum jeder digitalen Vertrieb erlernen und erfolgreich nutzen kann.
————————————————————————
Moderation: Wirtschaft TV Moderator Sascha Oliver Martin 
————————————————————————
Weitere News findest du auf www.wirtschaft-tv.com.
————————————————————————
#wirtschafttv​ #cudigitalunternehmer​ #onlinemarketing #onlinekurse #digitalmarketing​​ #vertrieb #saschaolivermartin​"
vMadm3d9JHk,Nachrichten des Tages | 2. August - Morgenausgabe,"Informieren Sie sich über das aktuelle Geschehen in Europa und der Welt - Politik, Wirtschaft, Unterhaltung, Kultur und Reisen.

LESEN SIE MEHR : https://de.euronews.com/2023/08/02/nachrichten-des-tages-2-august-morgenausgabe

Abonnieren Sie! https://www.youtube.com/c/euronewsde?sub_confirmation=1

Sehen Sie Euronews live TV : https://www.youtube.com/c/euronewsde/live

Euronews gibt es in 12 Sprachen: https://www.youtube.com/user/euronewsnetwork/channels

#TopNewsStoriesToday"
-NFos2_KD4M,DLF 16.04.1924 Henry Mancini geboren. Komponieren fürs Kino,"Henry Mancini (16.04.1924-14.06.1994) spielte schon früh als Pianist in der Glenn-Miller-Band. Ab den 1950er-Jahren begann seine vielfach ausgezeichnete Filmmusik-Karriere. Dabei dirigierte er auch die großen Sinfonieorchester aus den USA und Europa. (picture alliance / Everett Collection / Copyright CSU Archives)
Pink Panther, Frühstück bei Tiffany, Peter Gunn: Henry Mancini hat mit vielen Soundtracks Filmgeschichte geschrieben – und den Jazz ins Kino gebracht. Dabei war der Sohn italienischer Einwanderer vor allem Musiker. Vor 100 Jahren wurde er geboren.
Dibbern, Simonetta"
eNu0ig0vtEw,US-Notenbank warnt vor Konsequenzen des Zollstreits,"📅 Jetzt Termin vereinbaren und beraten lassen
↪︎ https://claus-roppel.de/termin-sichern

📰 Gratis Wohlstands-Report anfordern
↪︎ https://www.claus-roppel.de/gratis-report

🔴 Zum Online Investment-Workshop anmelden
↪︎ https://www.claus-roppel.de/workshop

Wie hat Ihnen das Video gefallen? Wir würden uns über einen Daumen nach oben, einen Kommentar oder ein Abo unseres YouTube-Kanals freuen. Vielen Dank und bis zum nächsten Video! 

#shorts"
Q7uxIsKnaKg,Wir ham den Kanal noch lange nicht voll - Soldaten- und Trinklieder-Potpourri + English translation,"Umdichtungen bekannter Volks- und Marschlieder, die zumeist in der Truppe entstanden sind.
Reinterpretations of well-known folk and marching songs, which were mostly written by the soldiers themselves.


Interpret/Artist: Kamerad Schnürschuh und Die Zackigen Knobelbecher
Album: Ohne Hemd Und Ohne Höschen, 1967

 
0:00 Wir ham den Kanal noch lange nicht voll (Königgrätzer Marsch)
0:36 Sie sollte sich was schämen (Pariser Einzugsmarsch)
0:56 Immer langsam voran (Krähwinkler Landsturm) 
1:35 Herr Radetzky, das ist ein feiner Mann (Radetzky-Marsch)
1:56 Fritze Weber hat'n Fehler (Torgauer Marsch)
2:16 Ja, wenn man so eine Musik hört (Blau blüht der Enzian)


---
Disclaimer:
Dieses Video hat keine politische Aussage und nichts mit Nationalismus oder Rechtsextremismus zu tun! Ich distanziere mich ausdrücklich von jeglicher Form von politischem oder religiösem Extremismus!
This video has no political statement and nothing to do with nationalism or right-wing extremism! I distance myself expressly from any form of political or religious extremism!
Dieses Video dient nur zum Zweck der historischen Bildung und zur Unterhaltung/This video is for historical education and entertainment purposes only. 
---


Text:
Wir ham den Kanal,
noch lange nicht voll!
und saufen wir auch,
noch dreimal so toll!
Wir ham den Kanal,
noch lange nicht voll!
Wir ham den Kanal, noch lange nicht voll!
wir ham den Kanal noch nicht voll! Jawoll! 

Sie sollte sich was schämen, noch Geld dafür zu nehmen!

Immmer langsam voran, immmer langsam voran,
daß der Krähwinkler Landsturm auch nachkommen kann
Auf dem Marsch früh um vier, latscht er immer hintendran
aber nachts im Quartier, steht er wieder seinen Mann!
Immmer langsam voran, immmer langsam voran,
daß der Krähwinkler Landsturmmann auch nachkommen kann!

Herr Radetzky, das ist ein feiner Mann,
der steckt den Kopf zum Fenster raus und spuckt die Leute an.

Fritze Weber hat nen Fehler, an der Zunge, an der Lunge, an der Leber
und er hatte außerdem noch eine Macke, an der Hacke, an der Backe.

Ja, wenn man so eine Musik hört, ist alles wieder gut!
Und wenn's der Alte nicht mehr tut
dann kauf ich mir nen nagelneuen Hut
Ist alles wieder gut!

---

English translation:
We do not have enough, yet
Even if we drink three times as much,
We do not have enough, yet!
We do not have enough, yet!
We do not have enough, yet! Yes sir!

She should be ashamed of taking money for this!

Slow down the marching, slow down the marching,
so that the Krähwinkel country guard can follow suit
On the march at four in the morning, he always lags behind
but at night in the quarters, he stands his ground again!
Slow down the marching, slow down the marching,
so that the Krähwinkel country guardsman can follow suit!

Mr. Radetzky, he's a fine man, 
he looks out of the window and spits at people.

Fritz Weber has a defect at his tongue, at his lungs, at his liver 
and he also had a flaw on his heel and on his cheek.

Yes, when you listen to music like that, everything is fine again
and if the old man doesn't do it anymore, 
I'm going to buy myself a brand new hat
Everything is fine again!


Danke fürs Zuschauen/Thank you for watching


Meine Youtube-Kanäle/My Youtube channels:
Dicker Hund
https://www.youtube.com/c/dickerhund
Dicker Kampfdackel
https://www.youtube.com/channel/UCR4CyPvwsUvEzwEm1NXKWXA
bitte abonnieren und die Glocke aktivieren

Mein Odysee-Kanal/my Odysee-channel:  
https://odysee.com/@DickerHund:8

BitChute:
https://www.bitchute.com/channel/BXi6fEaOrgyV/"
R_OYm13XAYI,"Breaking: Neue Strategie der #letztegeneration ! keine kleinen Blockaden, keine Kleber!",
DQZP_bJF4uk,Bundestagswahl: Jetzt packe ich aus!,"✅ Meine Depotempfehlung 👉 https://link.aktienmitkopf.de/Depot *
Beginne mit dem Investieren beim Freedom24-Broker:
Mehr als 40.000 Aktien und ETFs mit transparenter Preisgestaltung 
Direkter Zugang zu 15 globalen Börsen und Märkten 
⁠Kostenloser persönlicher Assistent und Anlageideen
Erhalte bis zu 20 Aktien gratis dazu für die Aufladung deines Kontos:
https://link.aktienmitkopf.de/Depot *
Trete der Aktien mit Kopf ProLounge bei und erhalte regelmäßige Berichte über neue Chancen am Markt: https://link.aktienmitkopf.de/ProLounge *
📒 Mein Buch! Der Rationale Kapitalist ►►http://amzn.to/2kludNT *

Haftungsausschluss: 
Investieren ist mit Risiken verbunden. Prognosen und Ergebnisse der Vergangenheit lassen keine verlässlichen Rückschlüsse auf die zukünftige Entwicklung zu. Führen Sie vor jeder Anlage unbedingt eine eigene Analyse durch. Lassen Sie sich gegebenenfalls von einem zertifizierten Spezialisten umfassend und unabhängig beraten.
Links mit einem Stern gekennzeichnet sind Affiliate-Links, die mir helfen diesen Kanal zu finanzieren."
i0JjCuAt1VA,Riesige Hiobsbotschaft❗️,"Bildrechte:
-https://commons.wikimedia.org/wiki/File:Katherina_Reiche_CDU_Parteitag_2014_by_Olaf_Kosinsky-11.jpg / by © Olaf Kosinsky (Source: Own work), Lizenz: CC BY-SA 3.0 DEED - https://creativecommons.org/licenses/by-sa/3.0/ (via Wikimedia Commons) - Hintergrund entfernt

Quellen:
-https://x.com/e_boeminghaus/status/1997579406441578675?s=46
-https://www.nw.de/lokal/kreis_paderborn/borchen/24228048_Aus-fuer-neues-Claas-Werk-Bauprojekt-im-Kreis-Paderborn-ist-gestrichen-v1.html"
7NKz0iyZ9tc,"Märkte am Morgen: Gold, Silber, Rheinmetall, Hannover Rück, Commerzbank, Redcare, Nemetschek","Ohne große Impulse von Unternehmens- und Konjunkturseite konsolidierte der DAX gestern leicht. Er ging 0,22 Prozent schwächer aus dem Handel. In den USA stand mal wieder das Thema KI im Fokus. Platzhirsch Microsoft erklomm ein neues Rekordhoch. 

Bei den Einzelwerten geht es heute um Gold, Silber, Rheinmetall, Hannover Rück, Commerzbank, Redcare Pharmacy und Nemetschek.

Martin Weiß, stellvertretender Chefredakteur vom Anlegermagazin DER AKTIONÄR, informiert über die Lage an den Märkten.

👍 Mehr aktuelle Infos, Tipps und Analysen auf www.deraktionaer.de: https://tiny.li/Qddg
👍 Hier geht's zur aktuellen Ausgabe von DER AKTIONÄR: https://tiny.li/2edg
-----
►► Folgen Sie uns hier:◄◄
📈 LinkedIn: https://de.linkedin.com/showcase/deraktionaer
🎭 Facebook: https://de-de.facebook.com/aktionaer/
🐦 Twitter: https://twitter.com/aktionaer
📷 Instagram: https://www.instagram.com/deraktionaer/
🎬 TikTok: https://www.tiktok.com/@deraktionaer
 
Zufrieden? Bewerten Sie uns auf Google! https://g.page/r/CWZ1FzK_GJjdEAg/review"
-VO_WFAsvAg,Klaas und Schmitti pranken Jakob mit falschem Interview | Late Night Berlin | ProSieben,"Als waschechter Berliner hat Jakob Lundt eigentlich nur einen Traum: Vom RBB zu seinen Lieblingsstraßen in Berlin interviewt zu werden. Um ihrem guten Freund eine Freude zu machen, haben Klaas und Schmitti daher Himmel und Erde bewegt, um Jakob seinen großen Wunsch zu erfüllen. Nur leider haben sie dann im Eifer des Gefechts vergessen, Jakob zu sagen, dass das Ganze überhaupt gar nichts mehr mit dem RBB zu tun hat.

#BaywatchBerlin #LateNightBerlin #ProSieben

Empfohlen ab 12 Jahren

Alle Highlights und die komplette Show findest du auf https://www.prosieben.de/tv/late-night-berlin-mit-klaas-heufer-umlauf/video/highlights-vom-27-04-2021 

► Late Night Berlin – Ganze Folgen & alle Videos: http://bit.ly/LNBGanzeFolge 
► Late Night Berlin abonnieren: http://bit.ly/LNBAbonnieren
► Late Night Berlin in einer Playlist: http://bit.ly/LNBAlleClips
► FACEBOOK: https://www.facebook.com/LateNightBerlin/ 
► TWITTER: https://twitter.com/latenightberlin
► INSTAGRAM: https://instagram.com/latenightberlin/

***************************************
Die feste Verabredung am Dienstagabend: Popkultur, Politik, Musik, Sport, Gesellschaft und Medien – Klaas Heufer-Umlauf kommentiert und diskutiert die wirklich wichtigen Themen und ist dabei ganz subjektiv. Woche für Woche sendet ProSieben die neue Late-Night-Show für Deutschland direkt aus Berlin, der Stadt, die Trends setzt.

Dienstags, 23:00 Uhr auf ProSieben.

Impressum:   
http://www.prosieben.de/service/impressum"
ds0ctKmdgL0,Mit Algen die Welt retten: Algenanbau in Schottland | Fokus Europa,"Ein Koch und eine Klimaaktivistin wollen in Schottland Algen züchten. Auch der WWF ist inzwischen mit eingestiegen. Man hofft, dass Algen in Zukunft viele Produkte ersetzen werden.

DW Deutsch Abonnieren: http://www.youtube.com/user/deutschewelle?sub_confirmation=1
Mehr Nachrichten unter: https://www.dw.com/de/
DW in den Sozialen Medien:
►Facebook: https://www.facebook.com/dw.german/
►Twitter: https://twitter.com/dw_deutsch
►Instagram: https://www.instagram.com/dwnews/

#Schottland #Algen #Klimawandel"
KMmrsujarvc,Ich habe die Stasi 1.0 erlebt. Ich will keine Stasi 2.0 haben,"Peter Weber im Interview mit Dr. Hans-Christoph Berndt, MdL, AfD-Spitzenkandidat Brandenburg
Link zum kompletten Interview
https://www.youtube.com/watch?v=uBnXuC7BoAU
_____________
Bitte teilt unsere Sendungen & unterstützt unsere Arbeit hier: 
PayPal: https://paypal.me/HalloMeinung

oder per Überweisung unter:
Hallo Meinung GmbH
IBAN: DE 21 7605 0101 0013 9635 82
BIC: SSKNDE77XXX
Bank: Sparkasse Nürnberg

Herzlichen Dank für eure Unterstützung sagen
Peter Weber & Team Hallo Meinung

Fehler in den Untertiteln, die Aufgrund der Automatisierung entstehen, bitten wir zu entschuldigen

#HalloMeinung #NeinZumKrieg #LauterbachMussWeg #AmpelMussWeg #RegierungszeitIstAbgelaufen #Regierung #Bundesregierung #MitUnsNicht #JetztOderNie #EsReicht #DasMaßIstVoll #ARD #ZDF #BR"
v3g1Ff9hZPs,BR 3. August 2012 Gaby empfängt eine Botschaft vom Hundsstern Sirius A,"Ein Rätsel der Menschheitsgeschichte: Kornkreise. Woher kommen sie? Fragen die beantwortet werden von Wissenschaftlern, Esoterikern oder Hollywood. Die Theorien reichen von Wirbelstürmen bis zu Außerirdischen. Wie bei dem Kornkreis, der 2012 bei Andechs entdeckt wurde. Autor: Simon Demmelhuber"
gsOrPWEL8AI,Dorothee Wilms: Studentenrevolte,"Geboren 1929, erlebt die Ministerin a. D. Dorothee Wilms nicht nur den Zweiten Weltkrieg 1939–1945, sondern auch die Aufbaujahre danach 1945. Diese Erfahrungen prägen ihr Verhältnis zur sog. 1968er-Bewegung. 

Weitere Berichte von Zeitzeugen zur deutschen Geschichte unter: www.zeitzeugen-portal.de

Das Zeitzeugen-Portal ist ein Angebot der Stiftung Haus der Geschichte der Bundesrepublik Deutschland. Besuchen Sie uns unter: www.hdg.de 

Copyright: Stiftung Haus der Geschichte der Bundesrepublik Deutschland"
AiQyfX3ohig,"Tief „Bernd“ flutet halb Deutschland – Unwetter-Alarm in NRW, Bayern und Sachsen","Es schüttete in der Nacht wie aus Kübeln – vor allem in Nordrhein-Westfalen, Bayern, Baden-Württemberg und Sachsen kam es in der Nacht auf Mittwoch teilweise zu katastrophalen Zuständen! BILD ist vor Ort und berichtet live!

▶︎ Nach einer Sturzflut in Jöhstadt (Sachsen) wird ein Mann vermisst. Nach den Angaben vom Mittwochmorgen hatten Anwohner im Ortsteil Steinbach am Dienstagabend versucht, ihre Grundstücke gegen einen über die Ufer getretenen Fluss zu sichern.

▶︎ Aufgrund des Starkregens hat das Landratsamt Hof (Bayern) am späten Dienstagabend den Katastrophenfall ausgerufen. Feuerwehr und Polizei rückten zu über 200 Einsätzen im gesamten Landkreis aus. Besonders stark vom Unwetter wurde die Stadt Selbitz getroffen. Dort mussten die Einsatzkräfte über 120 Mal anrücken. 

▶︎ Heftige Regenfälle haben in Hagen (NRW) zu überfluteten Straßen und vollgelaufenen Kellern geführt. Hunderte Notrufe gingen in der Nacht bei der Feuerwehr ein. „Die Leute sind verzweifelt“, sagte der Sprecher in Hinblick auf die Vielzahl an vollgelaufenen Kellern in der Stadt. Außerdem seien aufgrund der überspülten Straßen stellenweise Fahrzeuge ins Rutschen gekommen.

#Unwetter #Bernd #Hochwasser
----------------------------------------------------------------------------------------------------------
🔴  Abonniert jetzt unseren Kanal und aktiviert die Glocke!

🎥 Wettmanipulation! Betrug! Obdachlosigkeit! Knast!: VERZOCKT – Wie ein Spielsüchtiger ALLES verlor: https://on.bild.de/3fTlvzD

🎥 „Heroin in Berlin“ – Das Gift aus der U-Bahn | Die exklusive Reportage: https://on.bild.de/2M3mVfQ 

🎥 V-Mann „Miami Gianni“ packt aus: Undercover zwischen Zuhältern, Rockern und Clans – https://on.bild.de/3dZGq0K

🎥 „Blinder Hass – Wie wird ein normaler Junge zum Killer-Neonazi?“ – die BILDplus-Doku über den Halle-Attentäter Stephan Balliet: https://on.bild.de/39fSLgK

🎥 „Der Schneekönig“ – Vom Polizistensohn zum Drogen-Boss: Der deutsche Pablo Escobar erzählt jetzt ALLES – https://on.bild.de/32XIq7a

🎥  Die besten Dokus mit BILDplus gibt's hier: https://on.bild.de/BILDvideothek

📲  Folgt unseren Moderatoren:
Nele Würzbach https://www.instagram.com/nele.wuerzbach
Patricia Platiel: https://www.instagram.com/patricia.platiel/
Claus Strunz: https://www.instagram.com/clausstrunz/
Moritz Wedel https://www.instagram.com/moritzwedel

👁‍🗨  Impressum: https://on.bild.de/impressum

#BILD #Nachrichten #News"
gseAF4ei2zk,Sexwork im Grabenkampf,"Das Sexwork Dokument (Quellenliste): https://docs.google.com/document/d/1Hekpwqk463ISgeIG0mpiNog1hEVvkC3S2b6cZe0BjUU/edit?usp=sharing
---------------------------------------------------------------------------------------
Stream über Sexarbeit vom 31.03: https://www.twitch.tv/videos/1809384898

Der TamaaaTalk vom 04.04: 
https://youtu.be/40QReoRMu3w

Die Analyse vom TamaaaTalk vom 05.04: 
https://youtu.be/TMvF2onQN6E

Die Grabenkampf Chronologie I:
https://youtu.be/4vcy8-gyWCg

Die Grabenkampf Chronologie II:
https://youtu.be/e0fLqQOlRZc

Die Grabenkampf Chronologie III:
https://youtu.be/5FQtYejhkfA

Die Grabenkampf Chronologie IV:
https://youtu.be/ceF7XkstUvI

Die Grabenkampf Chronologie V:
https://youtu.be/AcJmkFfQb-w

Was wir über Sexwork wissen:
https://youtu.be/tTdZvnJAouY

Die Farley ""Studie"": 
https://youtu.be/PNUK8ox85f0

Reichweitenverantwortung und Transparenz:
https://youtu.be/QbTVo8vkzPQ

---------------------------------------------------------------------------------------
Folgt Yasmin:  @Yasminli_  
https://www.twitch.tv/yasminli_

Folgt Jill:  @JillPlease  
https://www.twitch.tv/jillpls
---------------------------------------------------------------------------------------
Twitch: https://www.twitch.tv/kirtscho
Twitter: https://twitter.com/Kirtscho
Discord: https://discord.com/invite/WgC9XFrnnc

00:00 Einleitung
00:42 Kriminalisierung?
03:41 Jill bringt keinen Inhalt.
05:45 Nur Liberalisierung?
08:15 Ich bin (nicht) informiert
11:14 Sexismus & Antifeminismus?
15:33 Die würden so weit gehen.
17:22 Ich will mit Veganer*innen reden.
18:55 Veganismusmeme?
19:27 Selbstbestimmung memen!
21:25 Das Beispiel Köln.
23:50 Sammlung von sexarbeitsfeindlichen Aussagen.
29:37 Antiwissenschaftlichkeit & Farley ""Studie""
33:00 Um Entschuldigung bitten.
34:00 Schlusswort."
rTweD_RCiEg,Analyse: Die (sinnlose) Weidel-TV-Taktik – Küppersbusch TV,"Worüber reden wir hier eigentlich? 

0:00 👉 DIE GRÜNEN!
0:21 👉 Gelabere
5:26 👉 Flucht
5:52 👉 Küppis & Friesis musikalisches Quiz (feat. @Friesenhahn) 


Die gezeigten Quellen findet ihr hier
👉 https://kurzelinks.de/1ngc

____________________________________

Werbung in eigener Sache: 

Werde Kanalmitglied, um Zugang zu exklusiven Vorteilen zu bekommen
👉 https://www.youtube.com/channel/UCIvthGRDv___2gL2JGiDryQ/join

Okay, wir geben es zu: Die Formate von #KüppersbuschTV sind manchmal ein wenig sehr verworren. Auf diesem Kanal gibt's daher einige Segmente in ausgeklammerter Kurzform
👉 https://www.youtube.com/channel/UCs1i0KMMvQaKIakEUVQ609g
____________________________________

Der Kanal Küppersbusch TV ist eine Produktion der probono Fernsehproduktion GmbH.
Weitere Beiträge findest du hier auf unserem YouTube-Channel sowie unter dem Hashtag #KüppersbuschTV.

Mehr von #KüppersbuschTV: 
👉 https://instagram.com/kueppersbuschTV  
👉 https://twitter.com/KueppersbuschTV
👉 https://www.threads.net/@kueppersbuschtv
👉 https://bsky.app/profile/kueppersbuschtv.bsky.social
👉 https://www.tiktok.com/@kueppersbuschtv
👉 https://facebook.com/kueppersbuschtv 
____________________________________

Fragen und Anregungen zu speziellen Themen aus den Ressorts Politik und Gesellschaft nehmen wir jederzeit gerne per E-Mail an online@probono.tv."
tfygJN6D7q0,AfD unter Beschuss: Rechtsextremismus-Vorwurf gegen Mitarbeiter – Was steckt dahinter?,"Ein neuer Skandal erschüttert die politische Debatte:
Ein Mitarbeiter der AfD steht unter Verdacht – doch was ist dran an den Rechtsextremismus-Vorwürfen?
In diesem Video schauen wir genauer hin: Fakten, Medienreaktionen und wie die AfD selbst reagiert.
🔹 Themen im Video:
– Rechtsextremismus-Vorwürfe gegen AfD-Mitarbeiter
– Medienkampagne oder berechtigte Kritik?
– Politische Instrumentalisierung?
– Reaktion der Partei und juristische Einschätzung
🔑 Keywords: AfD, Rechtsextremismus, Mitarbeiter, Skandal, Medien, Politik, Deutschland, Verfassungsschutz
📛 Hashtags:
#AfD #Rechtsextremismus #Skandal #Politik #Deutschland #Medien #Verfassungsschutz"
cJCy2JtJwOo,Angst-Ort Amerika: Wird die Dystopie Wirklichkeit? - F.A.Z. Podcast für Deutschland,"In Amerika wird gerade am offenen Herzen der Demokratie operiert, Wie radikal hat sich die Gesellschaft dabei verändert? Ein Gespräch mit dem Oscar-nominierten Filmregisseur Jan Komasa und der FAZ Feuilleton Leiterin Sandra Kegel."
EbPoGWOCoGg,"Roger Bader über das WM-Märchen, Olympia-Quali und die Fußball-EM-Vorfreude | krone.tv SPORT","Das Eishockey-Nationalteam hat bei der A-Weltmeisterschaft vor wenigen Wochen souverän den Klassenerhalt geschafft. ÖEHV-Teamchef Roger Bader spricht im krone.tv-Sport-Talk mit Moderator Martin Grasl über die sehenswerten Spiele in Tschechien, die Erkenntnisse nach dem Großevent, die bevorstehende Olympia-Qualifikation sowie seine Fußball-Affinität und EM-Vorfreude."
